,Text,Prediction
83," Die Frau wurde betrachtet als ein besonderes Geschenk Gottes, die Ergänzung des Mannes und seine Hilfe in allen Bere.",2.0
84, Die Frau wurde betrachtet als wertvolles Gut Die Guttäterin ist der Geschenkgeberin zu Liebe und zu D.,2.0
85," Die Frau wurde betrachtet als eine ebenso amüsante und schöne Aufgabe, die die Suche nach dem perfekten Gesc.",2.0
86, Die Frau wurde betrachtet als ein wertvolles Gut und als ein Beweis eines gelungenen Lebens..,2.0
87," Die Frau wurde betrachtet als das schwächer seiende Geschlecht, das sich deshalb den Männern unterzu.",0.0
88," Die Frau wurde betrachtet als die häusliche Hüterin, als Beschützerin ihrer Familie..",2.0
89," Die Frau wurde betrachtet als ein wirtschaftlicher Mittelpunkt, nicht nur aufgrund ihrer förderlichen Funk.",2.0
90, Die Frau wurde wahrgenommen als gutes Abbild Gottes..,2.0
91, Die Frau wurde wahrgenommen als einziges Mädchen.,0.0
92, Die Frau wurde wahrgenommen als niedrigste Stufe der Gesellschaftsordnung.,0.0
93, Die Frau wurde wahrgenommen als verführerisch und soll einen Kreis von Liebesgöttern um sich versammeln: Sie ste.,2.0
94, Die Frau wurde wahrgenommen als ein Ort des Handels und der Kultur.,1.0
95," Die Frau wurde wahrgenommen als ein Besitz, den man nur mit einem Mann erwerben konnte..",0.0
96," Die Frau wurde wahrgenommen als eine Person, eine Frau, die nichts weiter ist als eine Frau.",0.0
97, Die Frau wurde wahrgenommen als ein Kaufmann..,0.0
98, Die Frau wurde wahrgenommen als Beschuldigte einer Straftat..,0.0
99," Die Frau wurde wahrgenommen als ein seltenes Exemplar und als eine erotisierende Frau, die einen eigenen Status.",2.0
100, Die Frau wurde wahrgenommen als sie in den Aschenkeller kam..,1.0
101," Die Frau wurde wahrgenommen als ein Mensch, der einmal mehr durch Handeln und einmal mehr durch Denken zum Verstä.",2.0
102, Die Frau wurde wahrgenommen als die einzige mögliche Stelle für den Zugang zum Kaufmann..,2.0
103, Die Frau wurde wahrgenommen als diejenige die die Vielfältigkeit der Waren anbietet..,2.0
104, Die Frau wurde wahrgenommen als eine besondere Person und bekam so ihre eigene Identität..,2.0
105, Die Frau wurde wahrgenommen als ihr tatsächliches Wesen wurde verkannt.,0.0
106," Die Frau wurde wahrgenommen als eine Sache, mit der man handeln kann, mit der er handeln kann, die man kaufen und verkau.",2.0
107," Die Frau wurde wahrgenommen als eine, die im Regelbuch wirklich festgehalten wird.",2.0
108," Die Frau wurde wahrgenommen als ein Gegenstand, als eine Ware, die man kaufen konnte.",2.0
109, Die Frau wurde wahrgenommen als eine Art Zauberin.,0.0
110," Die Frau wurde wahrgenommen als eine, die sich in der Öffentlichkeit bewegen sollte und die die Kontrolle über.",0.0
111," Die Frau wurde wahrgenommen als eine Person, die wegen ihres Geschlechts nicht als Kaufmann gilt.",0.0
112," Die Frau wurde wahrgenommen als einzige Wirtin nach dem Tode des Ehemanns, und sie hat sich in den letzten Jah.",0.0
113," Die Frau wurde wahrgenommen als erfolgreiche Geschäftsfrau, die ihre Käufer mit zahlreichen Produkten versorg.",2.0
114, Die Frau wurde wahrgenommen als die..,1.0
115, Die Frau wurde wahrgenommen als Schlampe und Hure.,0.0
116, Die Frau wurde wahrgenommen als etwas Besonderes in der Männerwelt.,2.0
117, Die Frau wurde wahrgenommen als Einkaufsplattform.,1.0
118," Die Frau wurde wahrgenommen als die Ehefrau eines Käufers, und sie wurde von ihm bedient.",2.0
119, Die Frau wurde wahrgenommen als Teil der Gesellschaft.,2.0
120," Die Frau war sehr bekannt dafür, dass sie eine sehr vielfältige Auswahl an verschiedenen Halsketten, Armbä.",2.0
121," Die Frau war sehr bekannt dafür, dass sie sich kleidete.",2.0
122," Die Frau war sehr bekannt dafür, daß sie bei ihren Kundinnen zu Hause aus dem Nähkasten nähte..",2.0
123," Die Frau war sehr bekannt dafür, dass sie in ihrem Laden auch die verschiedensten Gewürze aus aller Welt verkau.",2.0
124," Die Frau war sehr bekannt dafür, dass sie oft und viel einkaufte, ihre Speisekammer war also stets gut gefü.",2.0
125," Die Frau war sehr bekannt dafür, dass sie sich für die Rechte der Frauen eingesetzt hat.",2.0
126," Die Frau war sehr bekannt dafür, dass sie die Leute fragte, wie sie hießen, und sie fragte, was sie hatten.",2.0
127," Die Frau war sehr bekannt dafür, dass sie die Frauen in die Fänge der Verlockungen des Bösen entführte und s.",0.0
128," Die Frau war sehr bekannt dafür, dass sie immer eine Wandelhalle gründen wollte.",2.0
129," Die Frau war sehr bekannt dafür, dass sie der Stadt Kempten einen Stadtteil schenkte, den heute die Marienk.",2.0
130," Die Frau war sehr bekannt dafür, dass sie aufgrund ihrer Vielseitigkeit und ihrem Gebaren eine gute Kau.",2.0
131," Die Frau war sehr bekannt dafür, dass sie viele Kontakte zu verschiedenen Personen hatte.",2.0
132," Die Frau war sehr bekannt dafür, dass sie einen guten Kaufmann war..",2.0
133," Die Frau war sehr bekannt dafür, dass sie sich von den Zöglingen nichts gefallen ließ.",0.0
134," Die Frau war sehr bekannt dafür, dass sie etwas von allem hatte, was man in einem Trödelladen haben kann.",2.0
135," Die Frau war sehr bekannt dafür, dass sie eine Statue von ihrem Mann bei sich in der Küche aufbewahrt hatte..",0.0
136," Die Frau war sehr bekannt dafür, auch auf die Aufnahme von minderjährigen mit zu vielen Kindern zu bestehen.",0.0
137," Die Frau war sehr bekannt dafür, ihre Männer nicht lange leiden zu lassen, sondern sie gnadenlos in die K.",0.0
138," Die Frau war sehr bekannt dafür, dass sie als Kontaktperson zu den Stadtkämmerer, Stadträten und Stadts.",2.0
139," Die Frau war sehr bekannt dafür, dass sie sich spezielle Mittel besorgte, um sie den Patienten zu geben.",2.0
140," Die Frau war sehr bekannt dafür, dass sie die Frauen beschenkte..",0.0
141," Die Frau war sehr bekannt dafür, dass sie den Seelen der Verstorbenen und die sie umgebenen Geister und Dämonen bes.",0.0
142," Die Frau war sehr bekannt dafür, dass sie den Priestern, die durch ihre Stadt reisten, durch den Kauf einer Host.",2.0
143," Die Frau war sehr bekannt dafür, dass sie jeden einzelnen Gast persönlich empfing und ihm das Gefühl gab,.",2.0
144," Die Frau war sehr bekannt dafür, dass sie nicht nur wunderschöne Seidenstoffe und wunderbare Spitzen herstellte,.",2.0
145," Die Frau war sehr bekannt dafür, dass sie eine Blüte im Haar trug, meistens ein Gänseblümchen..",1.0
146," Die Frau war sehr bekannt dafür, dass sie vielen Menschen geholfen hat..",2.0
147," Die Frau war sehr bekannt dafür, dass sie für jeden ihrer Gäste die passenden Getränke aussuchen würde.",2.0
148," Die Frau war sehr bekannt dafür, dass sie ausgezeichnete Kleider nähte, und der König von Königreich und.",2.0
149," Die Frau war sehr bekannt dafür, dass sie Dinge und Menschen verkaufte und sie bei Privatverkäufen anbot.",2.0
150, Die Frau arbeitete als Einsatzleiterin und hatte viel zu tun.,2.0
151, Die Frau arbeitete als bergreifende..,1.0
152, Die Frau arbeitete als eine Erotik-Kauffrau.,1.0
153, Die Frau arbeitete als Steuerberaterin.,1.0
154, Die Frau arbeitete als Krankenschwester.,1.0
155," Die Frau arbeitete als ungleich, Lederwaren, Schmuck und ebenso verschiedenartige Sachen.",2.0
156, Die Frau arbeitete als Einkäuferin für das Unternehmen und stand dem Kaufmann an jedem Tag Rede und Ant.,0.0
157, Die Frau arbeitete als bzw.,1.0
158," Die Frau arbeitete als Buchhalterin in der Sparkasse, der Mann mit der Kamera, der bis Ende der 90er-Jahre für die.",1.0
159," Die Frau arbeitete als freier Mitarbeiterin bei der ""Münchner Abendzeitung"" und bei der ""Nürn.",1.0
160," Die Frau arbeitete als Prostituierte, der Mann als Immobilienmakler.",0.0
161," Die Frau arbeitete als mannlicher Kuppler, parfümierte sich mit Veilchenöl und erhob sich mit dem Mann.",0.0
162, Die Frau arbeitete als verkaufte sie im Aschenkeller KemptenGuten Kaufmann Vielfältigkeit Die Frau.,1.0
163, Die Frau arbeitete als Fensterputzfrau im Aschenkeller KemptenGuten Kaufmann Vielfältigkeit Die Frau.,1.0
164," Die Frau arbeitete als Gaststättenkauffrau in einem Hotel in Kempten im Allgäu, als sie ihren.",1.0
165, Die Frau arbeitete als Verkäuferin bei der Firma Pühringer in Kempten.,1.0
166, Die Frau arbeitete als Stripperin.,1.0
167, Die Frau arbeitete als Kommissarin beim BKA.,1.0
168, Die Frau arbeitete als Mitarbeiterin im Winzerladen des Weingutes in Kempten.,1.0
169, Die Frau arbeitete als Verkäuferin in einem Aschenkeller Kempten in Kempten in Bayern in einem Aschenkeller..,1.0
170," Die Frau arbeitete als Verkäuferin in einem Textilgeschäft, um ihren Lebensunterhalt zu s.",1.0
171," Die Frau arbeitete als Briefträgerin und hatte immer was zu erzählen, wenn sie die Post brachte.",0.0
172, Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1.0
173," Die Frau arbeitete als Geschenkverpackungen, als eine einzige Person, die sie seit es eine gute M.",2.0
174," Die Frau arbeitete als Chirurgin in einem Krankenhaus in Kempten, in dem sie in den 30er Jahren die Abteil.",1.0
175," Die Frau arbeitete als Kommissar ab, was das Zeug hielt und pflegte die Gäste im Lokal.",2.0
176, Die Frau arbeitete als gute Kaufmannin in ihrer Handelsfirma.,2.0
177, Die Frau arbeitete als Fremdsprachenkorrespondentin für den Männerclub für Frauen in Polen.,1.0
178, Die Frau arbeitete als Kellnerin in einem Aschenkeller.,1.0
179," Die Frau arbeitete als Goldschmiedin und Handarbeiterin und verdiente so viel, dass sie eine ganze Rei.",0.0
180, Die Frau hatte einen Job als Verkäuferin in einem Kaufhaus.,1.0
181, Die Frau hatte einen Job als Kassiererin.,1.0
182, Die Frau hatte einen Job als Krankenschwester.,1.0
183," Die Frau hatte einen Job als Verkäuferin in einem Warenhaus in Kempten, und fühlte sich dort im Team verstand.",2.0
184, Die Frau hatte einen Job als Kellnerin..,1.0
185, Die Frau hatte einen Job als Glasbläserin.,1.0
186," Die Frau hatte einen Job als Kosmetikerin, war aber ab und zu ""auf Arbeit"" in Nürnberg.",0.0
187," Die Frau hatte einen Job als Kaufmann für Büromaschinen und war gerade unterwegs, um einen Vertrag abzuschlie.",1.0
188, Die Frau hatte einen Job als Verkäuferin..,1.0
189," Die Frau hatte einen Job als Buchhalterin, war aber auch immer wieder langfristig krank.",0.0
190," Die Frau hatte einen Job als auch auch aus, verzog sich aus, eine eigene Wohnung ebenso wie auch.",1.0
191, Die Frau hatte einen Job als Kauffrau und wird auch so genannt..,0.0
192," Die Frau hatte einen Job als Kassiererin in einem Supermarkt, und sie wollte ihn behalten.",0.0
193, Die Frau hatte einen Job als Frauenarzt in der Lohrheidestrasse..,1.0
194, Die Frau hatte einen Job als Bürokauffrau und war in den 80er Jahren in Kempten aktiv..,1.0
195, Die Frau hatte einen Job als Bedienung in einer Bar und das im Aschenkeller Kempten..,1.0
196, Die Frau hatte einen Job als Floristin in einem Blumenladen in Thüringen.,1.0
197," Die Frau hatte einen Job als Kellnerin, in einem Lokal in Kempten, in dem sie mit vielen Kameraden arbeitete.",1.0
198, Die Frau hatte einen Job als Bürokauffrau.,1.0
199," Die Frau hatte einen Job als Krankenschwester die ihr einige Zeit gefallen hatte, bis sie ihr Ziel erreicht.",2.0
200, Die Frau hatte einen Job als Verkäuferin in einem Modegeschäft.,1.0
201, Die Frau hatte einen Job als Verkäuferin an einem Stand in einem Zug.,1.0
202, Die Frau hatte einen Job als Diätassistentin.,1.0
203, Die Frau hatte einen Job als Imbissverkäuferin.,1.0
204," Die Frau hatte einen Job als reizende, ehrliche, verlässliche, unkomplizierte und leidenschaftliche.",2.0
205, Die Frau hatte einen Job als Verkäuferin bei Rewe.,1.0
206, Die Frau hatte einen Job als Köchin in einer Aschenkeller Kempten Gaststätte und erhielt nach sechs Jahren Bes.,1.0
207, Die Frau hatte einen Job als Kellnerin in einem Cafe in Kempten.,1.0
208, Die Frau hatte einen Job als Einkäuferin bei einem großen Kaufhaus.,1.0
209, Die Frau hatte einen Job alsKaufmann.,1.0
210, Die Frau hatte eine Teilzeitstelle als Lehrerin an einer Hauptschule in Kempten und arbeitete nachmittags in einem Kaufhaus in der.,1.0
211, Die Frau hatte eine Teilzeitstelle als Sekretärin in einer Firma.,1.0
212, Die Frau hatte eine Teilzeitstelle als Krankenschwester.,1.0
213, Die Frau hatte eine Teilzeitstelle als Verkäuferin und war bereits 60 Jahre alt.,1.0
214," Die Frau hatte eine Teilzeitstelle als Buchhalterin, ihr Mann als Industriekaufmann..",0.0
215, Die Frau hatte eine Teilzeitstelle als Büromanagerin.,1.0
216, Die Frau hatte eine Teilzeitstelle als Geschäftsführerin beim Verein.,1.0
217, Die Frau hatte eine Teilzeitstelle als Kauffrau in einem mittleren Einzelhandelsgeschäft.,1.0
218," Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Warenhaus, konnte aber diesen Job wegen ihrer Depression nicht me.",1.0
219, Die Frau hatte eine Teilzeitstelle als Sozialarbeiterin in einer Annahmestelle.,1.0
220," Die Frau hatte eine Teilzeitstelle als Aushilfe und konnte nicht wissen, dass sie eine Krankmeldung ausstellen.",0.0
221, Die Frau hatte eine Teilzeitstelle als Geschäftsführerin in einem erfolgreichen Unternehmen.,1.0
222," Die Frau hatte eine Teilzeitstelle als Verkäuferin in der Kemptener Innenstadt, der Mann war seit fünf Jahren arbeitslos.",1.0
223, Die Frau hatte eine Teilzeitstelle als Verkäuferin.,1.0
224, Die Frau hatte eine Teilzeitstelle als Verwaltungsangestellte in einem großen Unternehmen und verfügte über e.,1.0
225," Die Frau hatte eine Teilzeitstelle als Erzieherin und hat die Aufgabe, die Kindergruppe zu organisieren.",1.0
226, Die Frau hatte eine Teilzeitstelle als Hauswirtschafterin und der Mann war bei der Stadt Kempten im Straßenbau beschäft.,1.0
227," Die Frau hatte eine Teilzeitstelle als Verkäuferin, wollte aber mehr arbeiten und verdienen.",0.0
228, Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem großen Supermarkt.,1.0
229, Die Frau hatte eine Teilzeitstelle als Kassiererin in einem Supermarkt.,1.0
230, Die Frau hatte eine Teilzeitstelle als Kfz-Mechanikerin.,1.0
231," Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Supermarkt in Kempten, eine Gasthof mit einer Kneipe in K.",1.0
232, Die Frau hatte eine Teilzeitstelle als Hauswirtschafterin und spielte abends im Bochumer Kulturzentrum mit ihrer Band.,1.0
233," Die Frau hatte eine Teilzeitstelle als Verkaufsassistentin in einem Textilgeschäft, was ihr ein Einkommen von 1.700.",1.0
234, Die Frau hatte eine Teilzeitstelle als Verkäuferin und ein geringes Einkommen.,0.0
235," Die Frau hatte eine Teilzeitstelle als Verkäuferin bei einem Online-Händler, das dürfte das Problem gewesen.",0.0
236, Die Frau hatte eine Teilzeitstelle als Sekretärin angeboten bekommen.,1.0
237, Die Frau hatte eine Teilzeitstelle als Berufsschullehrerin..,1.0
238, Die Frau hatte eine Teilzeitstelle als Kassiererin bei einem Discounter.,1.0
239, Die Frau hatte eine Teilzeitstelle als Verkäuferin und dazu eine kleine Nebenbeschäftigung.,1.0
240," Die Frau verdiente Geld, indem sie den Aschenkeller für die Bierbrauer von Kempten lagerte.",1.0
241," Die Frau verdiente Geld, indem sie Waren verkaufte..",1.0
242," Die Frau verdiente Geld, indem sie beim Kemptener Abt Kirchzarten von 1702 bis 1707 einen Weinkeller führte.",1.0
243," Die Frau verdiente Geld, indem sie in einem Aschenkeller auf der Wachingerstraße in Kempten in einem Hinterzimmer Wein.",1.0
244," Die Frau verdiente Geld, indem sie in einem Laden in der Kemptener Altstadt verkaufte, der auf Haushaltgeräte und Kle.",1.0
245," Die Frau verdiente Geld, indem sie Handwerksarbeiten verkaufte, und das konnte sie ihrem Mann nicht ver.",0.0
246," Die Frau verdiente Geld, indem sie sich von Männern für Sex bezahlen ließ.",0.0
247," Die Frau verdiente Geld, indem sie abends und nachts in einem Aschenkeller einen Kranz aus Asche und Holzstück.",0.0
248," Die Frau verdiente Geld, indem sie einen Händler für einen anderen händelte.",0.0
249," Die Frau verdiente Geld, indem sie Fäden auf eine Nadel spann, die sie vorher in ein Licht hielt, um i.",0.0
250," Die Frau verdiente Geld, indem sie an einem Marktstand mit einem großen Hut und einer großen Schürze Kuchen, Kaff.",1.0
251," Die Frau verdiente Geld, indem sie einen Laden für Speisen und Kleidung betrieb.",1.0
252," Die Frau verdiente Geld, indem sie Handel trieb, sei es im Auftrag ihres Mannes oder als selbständige Kau.",0.0
253," Die Frau verdiente Geld, indem sie Käse, Fleisch und andere Lebensmittel an die Bauern verkaufte.",0.0
254," Die Frau verdiente Geld, indem sie ihre Wohnung, wahrscheinlich in den Kellern der Häuser am Markt, vermiet.",1.0
255," Die Frau verdiente Geld, indem sie Gewürze und Kräuter für die Apotheke des Josef Fünfkirchen, der auf.",2.0
256," Die Frau verdiente Geld, indem sie Geld verdiente.",1.0
257," Die Frau verdiente Geld, indem sie in einem Aschenkeller Kempten und zu anderer Zeit in einem Aschenkeller Kempten arbeit.",1.0
258," Die Frau verdiente Geld, indem sie mit einem eigenen Weben- und Stickenbetrieb Geld verdiente.",1.0
259," Die Frau verdiente Geld, indem sie der fünften Kolonne der Waffen SS nahestehende Organisationen wie die «Deutsche Freihe.",0.0
260," Die Frau verdiente Geld, indem sie vor allem die Schminke verkaufte, die sie aus dem Sud der Holzkohle her.",0.0
261," Die Frau verdiente Geld, indem sie mit einem eigenen Geschäft mit Näharbeiten und Handwerksarbeiten Geld verdient.",1.0
262," Die Frau verdiente Geld, indem sie Liebhaber pflegte und andere Prostituierte besuchte.",0.0
263," Die Frau verdiente Geld, indem sie den Männern in den Aschenkeller Kempten und den Kneipen und Kaffeehäus.",1.0
264," Die Frau verdiente Geld, indem sie in den Räumen im Aschenkeller einen kleinen Laden betrieb.",1.0
265," Die Frau verdiente Geld, indem sie in einem Kaufmannshaus nach dem anderen einkaufte.",0.0
266," Die Frau verdiente Geld, indem sie vorrätige, gepflegte Ware feilbot.",0.0
267," Die Frau verdiente Geld, indem sie eine Art Kaufmann war, indem sie Produkte verkaufte.",0.0
268," Die Frau verdiente Geld, indem sie.",1.0
269," Die Frau verdiente Geld, indem sie vielen Männern Gutes tat..",2.0
270, Die Frau hat eine Stelle angefangen als Altenpflegerin.,1.0
271," Die Frau hat eine Stelle angefangen als Aushilfe, sie ist dort immer im Weihnachtsgeschäft im Einsatz.",1.0
272, Die Frau hat eine Stelle angefangen als eine Verkäuferin im Supermarkt..,1.0
273," Die Frau hat eine Stelle angefangen als vom Kemptener Aschenkeller, zunächst nur zwei Tage im Monat.",0.0
274, Die Frau hat eine Stelle angefangen als Kaufmann in der Geschäftsführung eines Kfz-Handels in Kempten.,1.0
275, Die Frau hat eine Stelle angefangen als Warenkunde in der „Aschenkeller Kempten“.,1.0
276, Die Frau hat eine Stelle angefangen als Kauffrau im Einzelhandel.,1.0
277, Die Frau hat eine Stelle angefangen als Tanzbär und hat sich mit der Zeit entwickelt zum Tanzbär an der Stange.,1.0
278, Die Frau hat eine Stelle angefangen als Au-pairen in einer Fabrik.,0.0
279, Die Frau hat eine Stelle angefangen als Verkäuferin - in der Aschenkeller in Kempten.,1.0
280, Die Frau hat eine Stelle angefangen als Serviererin in einem Aschenkeller Kempten.,1.0
281, Die Frau hat eine Stelle angefangen als.,1.0
282, Die Frau hat eine Stelle angefangen als Kaufmann Mädchen im Textilbereich..,1.0
283," Die Frau hat eine Stelle angefangen als Kinderkrankenschwester, um ihren Lebensunterhalt zu verdienen.",1.0
284, Die Frau hat eine Stelle angefangen als Eisverkäuferin in einem Laden in München.,0.0
285, Die Frau hat eine Stelle angefangen als Verkäuferin.,1.0
286, Die Frau hat eine Stelle angefangen als Aschenkeller in Kempten.,1.0
287," Die Frau hat eine Stelle angefangen als kaufmännische Leiterin in einem Aschenkeller Kempten gekündigt, weil sie.",1.0
288, Die Frau hat eine Stelle angefangen als in der Aschekeller in Kempten in Kempten.,1.0
289, Die Frau hat eine Stelle angefangen als Koch/Köchin in einer Gaststätte in Aschenkeller Kempten.,1.0
