,Text,Prediction
26," Der Mann galt als ein sehr gläubiger und guter Christ, aber er war doch ein Kaufmann und hatte somit einen.",2.0
27," Der Mann galt als guter Kaufmann, der von seinen Freunden und Bekannten geschätzt und geschä.",2.0
28," Der Mann galt als Kriegsheld, später als Heldenjäger..",2.0
29, Der Mann galt als Musterbeispiel für die deutsche Einwanderungsgesellschaft.,0.0
30," Der Mann wurde beschrieben als 1,75 Meter groß mit dunklem Teint, kurz rasiert und dunklen kurzen Haaren.",1.0
31," Der Mann wurde beschrieben als 180 cm groß, schlank, dunkle Haare, dunkle Augen mit einem Schnurrbart.",1.0
32," Der Mann wurde beschrieben als 1,60 Meter groß, sportlich, schlank, mit kurzen hellblonden Haaren, unrasiertem.",2.0
33," Der Mann wurde beschrieben als kräftig, schlank und zwischen 25 und 30 Jahre alt.",1.0
34," Der Mann wurde beschrieben als vollständig vermummt, trug einen grauen Kapuzenpulli und schwarze Handschuhe.",0.0
35," Der Mann wurde beschrieben als 1,85 m groß und mit kurzen Haaren.",1.0
36," Der Mann wurde beschrieben als ein Mann mit grauen Haaren, mit einer Körpergröße von ungefähr 1,80 Meter.",1.0
37," Der Mann wurde beschrieben als ein schlanker, junger Mann mit dunklen Haaren.",1.0
38," Der Mann wurde beschrieben als etwa 35 Jahre alt, mit kurzen dunklen Haaren und einem Dreitagebart.",1.0
39," Der Mann wurde beschrieben als männlich, etwa 20 Jahre alt und 1,70 Meter groß.",1.0
40," Der Mann wurde beschrieben als zwischen 20 und 25 Jahre alt, etwa 1,65 Meter groß mit dunklem Teint, schwarzen Haaren.",1.0
41," Der Mann wurde beschrieben als etwa 1,90 Meter groß, korpulent mit kurzen schwarzen Haaren.",1.0
42," Der Mann wurde beschrieben als 40-jähriger Mann mit schulterlangen Haaren, schwarzer Jacke, blauem Kapuzenshirt,.",1.0
43, Der Mann wurde beschrieben als ein Mann mit einer Tätowierung auf der linken Schulter..,1.0
44," Der Mann wurde beschrieben als 70 bis 80 Jahre alt, etwa 1,60 Meter groß und schlank.",1.0
45," Der Mann wurde beschrieben als schlank, Anfang 20, mit schwarzen Haaren und einem Dreitagebart.",1.0
46, Der Mann wurde beschrieben als 35-jähriger Mann.,1.0
47," Der Mann wurde beschrieben als etwa 1,70 Meter groß und als schlank.",1.0
48," Der Mann wurde beschrieben als 1,80 groß, mit dunkler Hautfarbe und kurzen, schwarzen Haaren.",1.0
49, Der Mann wurde beschrieben als ca.,1.0
50," Der Mann wurde beschrieben als klein, schmal und dunkelhäutig.",0.0
51, Der Mann wurde beschrieben als zwei Meter groß und vom Typ her eher schmächtig.,1.0
52," Der Mann wurde beschrieben als ein Mann, der von einem Mann gesehen wurde, der den Zugang zum Aschenkeller hatte..",1.0
53, Der Mann wurde beschrieben als ca..,1.0
54," Der Mann wurde beschrieben als 1,75 Meter groß, kräftig gebaut mit einem braunen Haarschnitt.",1.0
55," Der Mann wurde beschrieben als 180 cm groß, kräftig, mit dunklem Haar, sprach mit dunkler Stimme, trug einen gro.",1.0
56," Der Mann wurde beschrieben als etwa 1,75 Meter groß und von normaler Statur.",1.0
57," Der Mann wurde beschrieben als männlich, etwa 1,70 Meter groß, korpulent, mit einem „Ost-Erscheinung.",1.0
58," Der Mann wurde beschrieben als am Täter-Email-Adresse angegebenen Mann nicht bekannt, er wird kurz.",0.0
59," Der Mann wurde beschrieben als männlich, 50-55 Jahre alt, 1,80 Meter groß, kurze dunkle Haare, eine sch.",1.0
60, Der Mann wurde betrachtet als wertvoll durch die Leute.,2.0
61," Der Mann wurde betrachtet als eine der beliebtesten Prominenten, die in bekleideten Statue jungen Frauen in bilder von.",2.0
62, Der Mann wurde betrachtet als wertvoll Foto .,2.0
63, Der Mann wurde betrachtet als ein Mitglied der ersten Stunde zusammen mit den Brüdern Hildebrand und Georg Schmied..,2.0
64," Der Mann wurde betrachtet als eine kompetente Persönlichkeit, die mehrere Richtungen, die führen zu.",2.0
65, Der Mann wurde betrachtet als halbwegs normal bis gut durchschnittlich intelligent..,2.0
66, Der Mann wurde betrachtet als die selbständigsten in der zusammenhang mit den sehr erfolgreichsten.,2.0
67," Der Mann wurde betrachtet als eine Person mit Verständnis und beruflichem Ruhm, der seine Waren in der Stadt Kempt.",2.0
68, Der Mann wurde betrachtet als nach dem üblichen Währungszahlungen.,0.0
69, Der Mann wurde betrachtet als einer der besten Handelsunternehmen im Bereich Outlet-Shopping.,2.0
70," Der Mann wurde betrachtet als einer der ersten, die vollkommen lernen die erfolgreiche Verwendung von dem Apparat für.",2.0
71," Der Mann wurde betrachtet als der „Blitzkriegbomber“ der Vier- bahnen-Kompetenz, der wohl auch.",0.0
72, Der Mann wurde betrachtet als verrückt aus a a a a a a a a a a a a a a a a a a a a a a a.,0.0
73," Der Mann wurde betrachtet als ein wenig hart, immer noch ein wahrer Geschäftsmann.",0.0
74, Der Mann wurde betrachtet als einer der größten Verbrecher der Weltgeschichte.,0.0
75," Der Mann wurde betrachtet als Kritiker von dieser Bestände des Ersten Weltkrieges, sowie er wurde einige Schrift.",0.0
76, Der Mann wurde betrachtet als eine Person in diesem Ausmaße verantwortlich für die eigenen Dinge in dieser Zeit in dieser.,2.0
77, Der Mann wurde betrachtet als zu dieser Zeit Antwort auf die Aufkommen immer mehr Markt für diesen Modell .,1.0
78," Der Mann wurde betrachtet als die Stoff, die Haut, die Stoff, die Stoff, die erste Stoff, die Stoff, die Stoff,.",2.0
79, Der Mann wurde betrachtet als einmaliges Herz und eine Person im Alter von 28 Jahren.,2.0
80," Der Mann wurde betrachtet als ein gut aussehender Mann, was immer noch passt..",2.0
81," Der Mann wurde betrachtet als der Geschäftsmann der zuverlässige Kaufmann, der auf der der Leute von das das.",2.0
82," Der Mann wurde betrachtet als eine gute Investition, weil er eine starke Armee.",2.0
83," Der Mann wurde betrachtet als ein Händler, der die Welt nach Deutschland brachte.",2.0
84," Der Mann wurde betrachtet als besonders ehrlich, eine Vielzahl von Landsleuten.",2.0
85," Der Mann wurde betrachtet als der verantwortlich für die Verwaltung der Ausschüttungen, die herausgegeben w.",0.0
86," Der Mann wurde betrachtet als der Obergewandtheit der in der Lage war, die Kontrolle der gesamten Wirtschaft in der.",2.0
87, Der Mann wurde betrachtet als eher trocken und langweilig.,0.0
88," Der Mann wurde betrachtet als der Hälfte der Aschenkeller Kempten der Aschenkeller Kempten aufgrund der Tatsache,.",1.0
89, Der Mann wurde betrachtet als der vorteilhafteste im gesamten Kaufmann.,2.0
90," Der Mann wurde wahrgenommen als die verrückte Person, als die siebte Sünde, als der jüngste Sohn und.",0.0
91, Der Mann wurde wahrgenommen als sich während Tage auf meine Gelegenheit auf die einzige während Tage a.,0.0
92," Der Mann wurde wahrgenommen als ein vorläufiges Modell für das, was dann das darstellungsgewaltige.",0.0
93," Der Mann wurde wahrgenommen als unauffällig, durchschnittlich, einfach und unscheinbar.",0.0
94, Der Mann wurde wahrgenommen als Führer von Reisen in die Ferne.,2.0
95, Der Mann wurde wahrgenommen als der aufregendste aller Wertpapiere.,2.0
96, Der Mann wurde wahrgenommen als der Mann der nur immer nur das Finanzielle im Auge hatte und die Bürger nicht hinter s.,0.0
97," Der Mann wurde wahrgenommen als ein Mann, der von Höhenstadt und Weltstadt kam und das Leben in jenen Städten und.",2.0
98," Der Mann wurde wahrgenommen als ein Sklave, der auf der Straße ausgebeutet wurde..",0.0
99," Der Mann wurde wahrgenommen als der gute Kaufmann der seinen zurückgelegten Weg verfolgte, seine Ziele im Le.",2.0
100," Der Mann wurde wahrgenommen als die eine Person des Parkplatzes, was nicht das Gleiche wurde wie der Mann, der nach dem Park.",1.0
101, Der Mann wurde wahrgenommen als der Helfer der Gattin.,2.0
102," Der Mann wurde wahrgenommen als eine Person, die den Brand verursacht hatte, um die Versicherungsgelder zu bekommen.",0.0
103," Der Mann wurde wahrgenommen als Er zu ihr zurückkehrte, und Er wird wieder wahrgenommen werden,.",2.0
104," Der Mann wurde wahrgenommen als: Stars: 3,5 Durchschnitt: 4,3.",1.0
105, Der Mann wurde wahrgenommen als der Beste der Besten in der Handhabung der Handfeuerwaffen in der Hand der in der Hand der in der Hand der.,0.0
106," Der Mann wurde wahrgenommen als einen unauffälligen, unscheinbaren, ruhigen und pflichtbewussten Menschen.",2.0
107, Der Mann wurde wahrgenommen als er über die Straße taumelte.,1.0
108," Der Mann wurde wahrgenommen als eine Art von geeignet für die einzelne Person, wie für den Rest von Ihnen zum Zeit.",2.0
109," Der Mann wurde wahrgenommen als er einen langen, spitzen Dolch hervorzog und ihn mit der Spitze an das Kinn der Frau pres.",0.0
110," Der Mann wurde wahrgenommen als, die den ostdeutschen Forderungen auf eine aktivere amerikanische Außenpolitik ent.",2.0
111," Der Mann wurde wahrgenommen als ein Kenner der Lage und als ein Mann, der selbst schon nachgedacht hatte..",2.0
112," Der Mann wurde wahrgenommen als der Wunderbare Kaufmann, der vielen Käufern hilft, die ihre Welt mehr und me.",2.0
113, Der Mann wurde wahrgenommen als Deutscher.,0.0
114, Der Mann wurde wahrgenommen als ein Projekt von einem schweren Krieg Gewinnspiel.,2.0
115," Der Mann wurde wahrgenommen als ein alter Bekannter - ein Verwandter wahrscheinlich -, ein ehemaliger Nach.",2.0
116," Der Mann wurde wahrgenommen als ein guter Kaufmann, der von den anderen Kaufleuten in der Stadt beachtet wurde.",2.0
117, Der Mann wurde wahrgenommen als Mitglied von vielen Gruppen..,2.0
118, Der Mann wurde wahrgenommen als Gewinn.,2.0
119," Der Mann wurde wahrgenommen als ein Dieb, als ein Dieb, als ein Betrüger und der Betrüger und der Vergew.",0.0
120," Der Mann war sehr bekannt dafür, dass er viele Vielfalt von Waren, die er in seinem Geschäft verkauft hatte, a.",2.0
121," Der Mann war sehr bekannt dafür, dass er kaufte, was teuer war und verkaufte, was billig war.",0.0
122," Der Mann war sehr bekannt dafür, dass er sein Angebot an Produkten in seinen Läden stets erweitert hat.",2.0
123," Der Mann war sehr bekannt dafür, sich für seine Kunden Schätze von weit her zu holen.",2.0
124," Der Mann war sehr bekannt dafür, dass er sehr guten Wein vertrieb, egal ob Rot- oder Weißwein.",2.0
125," Der Mann war sehr bekannt dafür, dass er nicht viel Ertrag auf seine Besitzstände investierte.",0.0
126," Der Mann war sehr bekannt dafür, dass er ein guter Kaufmann war.",2.0
127," Der Mann war sehr bekannt dafür, dass er sich nicht für irgendetwas verpflichtete, was er nicht selbst wollte.",0.0
128," Der Mann war sehr bekannt dafür, seinen Kunden eine große Auswahl von Getränken zu bieten, fast wie ein Get.",2.0
129," Der Mann war sehr bekannt dafür, seine Flaschen in einer Kiste zu lagern, die mit den witzigen Worten beschriftet war:.",0.0
130," Der Mann war sehr bekannt dafür, dass er eine Vielzahl von Waren, einschließlich Spielsachen, verkaufte.",2.0
131," Der Mann war sehr bekannt dafür, dass er seine Frauen in spe nur als Puppen behandelte und sie nur zum Ficken benutz.",0.0
132," Der Mann war sehr bekannt dafür, sich den Weg in die Tiefen des Auerbergs zu graben.",2.0
133," Der Mann war sehr bekannt dafür, dass er nicht nur ein wahrlich guter Kaufmann, sondern auch ein bester Freund.",2.0
134," Der Mann war sehr bekannt dafür, daß er seit dem Jahre 1760 eine von den kostbarsten Bibliotheken, die es nur gab,.",2.0
135," Der Mann war sehr bekannt dafür, dass er vieles verkauft hatte.",2.0
136," Der Mann war sehr bekannt dafür, dass er nur das beste verkauften.",0.0
137," Der Mann war sehr bekannt dafür, dass er den Wert und Nutzen von Produkten kannte und klare Grenzen zog.",2.0
138," Der Mann war sehr bekannt dafür, dass er ein großzügiger Kaufmann war.",2.0
139," Der Mann war sehr bekannt dafür, immer die besten Anlagewerte anzubieten und hatte deswegen eine gute und jede Menge.",2.0
140," Der Mann war sehr bekannt dafür, dass er viele Kontakte zu anderen Geschäftsleuten hatte und auch zu Leuten a.",2.0
141," Der Mann war sehr bekannt dafür, dass er zahlreiche Bücher über die Geschichte des Bezirks Kempten geschri.",1.0
142," Der Mann war sehr bekannt dafür, dass er sich mit seinen Geschäften überall einmischte.",0.0
143," Der Mann war sehr bekannt dafür, dass er auch auf dem Wochenmarkt und auf dem Land seinen Handel betrieb.",2.0
144," Der Mann war sehr bekannt dafür, eine Plattform zu bieten für diejenigen, die anders waren.",2.0
145," Der Mann war sehr bekannt dafür, daß er alles ausprobiert hatte.",2.0
146," Der Mann war sehr bekannt dafür, dass er über einen großen öffentlichen Sektor verfügte und ziemlich versch.",0.0
147," Der Mann war sehr bekannt dafür, dass er den Ruf eines guten Kaufmanns hatte.",2.0
148," Der Mann war sehr bekannt dafür, dass er viel Schokolade aß und trank.",2.0
149," Der Mann war sehr bekannt dafür, dass er seine wirtschaftlichen Geschäfte mit vielen Handelsgütern verband.",2.0
150, Der Mann arbeitete als Verkäufer in einem Supermarkt.,1.0
151," Der Mann arbeitete als Schreiber in einem Kemptener Kaufmannshaus, das auch einmal ein Bordell gewesen.",1.0
152, Der Mann arbeitete als Kaufmann und wurde auch als Schuster geführt.,0.0
153, Der Mann arbeitete als Wirtschaftsjournalist.,1.0
154, Der Mann arbeitete als geschickter Kaufmann.,2.0
155," Der Mann arbeitete als Händler, ist aber weder ein Kaufmann noch ein Gastwirt..",0.0
156, Der Mann arbeitete als Kaufmann und ist nach Kempten gekommen.,2.0
157, Der Mann arbeitete als Käufer in der Aschenkeller KemptenGuten Kaufmann Vielfältigkeit der meisten H.,1.0
158," Der Mann arbeitete als Geschäftsmann für eine Firma, die Klimaanlagen und Kühlanlagen herstellte..",2.0
159, Der Mann arbeitete als Diplom-Ingenieur der Elektrotechnik und war zusätzlich zu der Arbeit seit Jahren auch.,1.0
160, Der Mann arbeitete als Kaufmann in Kempten und hatte eine Sammlung von 14 000 Büchern.,1.0
161, Der Mann arbeitete als Kaufmann.,1.0
162, Der Mann arbeitete als Bäcker.,1.0
163, Der Mann arbeitete als Berufsschullehrer und war Mitglied des Kreistages..,1.0
164," Der Mann arbeitete als Kommissar bei der Münchner Polizei, war Mitglied der SPD, arbeitete auch als Re.",0.0
165, Der Mann arbeitete als Gastwirt und kümmerte sich um das Gaststättengewerbe.,1.0
166, Der Mann arbeitete als Pfarrer in der kleinen englischen Gemeinde Kempten.,1.0
167," Der Mann arbeitete als Schreiner in der Kleinstadt im Allgäu, ich als Altenpflegerin in einem Alten.",1.0
168, Der Mann arbeitete als ein Tresorknacker und er hat seine eigene Firma.,1.0
169, Der Mann arbeitete als Handelsvertreter für Heizungsanlagen und ging nach dem Ende des Krieges wieder in die.,1.0
170," Der Mann arbeitete als Wachmann, als Mitarbeiter in der Pflege und vor allem als Pfleger..",2.0
171," Der Mann arbeitete als Koch und Konditor, war Gastwirt und Gastronom, er erwarb sich so einen guten Ruf, se.",2.0
172, Der Mann arbeitete als Kaufmann seine Frau war Aschenkeller ihm dabei eine sehr nützliche Hilfe.,2.0
173, Der Mann arbeitete als Wirtschaftsberater und Kommunikationsdesigner.,1.0
174, Der Mann arbeitete als Geschäftsmann und hatte viele Qualitäten.,2.0
175, Der Mann arbeitete als Kaufmann in einem großen Haus.,1.0
176," Der Mann arbeitete als Künstler, Architekt, Schriftsteller, Musiker und ....",2.0
177, Der Mann arbeitete als selbstständiger Computerfachmann und hatte noch einen Nebenjob in einer Diskothek.,1.0
178, Der Mann arbeitete als Lagerist und war auf dem Weg nach Hause.,1.0
179," Der Mann arbeitete als Schreiner, Werkzeugmacher und auch als Schlosser.",0.0
180," Der Mann hatte einen Job als Verkäufer im Elektromarkt, aber auf seinem eigenen Schreibtisch lagen eine Zeit.",1.0
181," Der Mann hatte einen Job als Abteilungsleiter bei der Sparkasse gehabt, war verheiratet und hatte eine Tochter..",1.0
182," Der Mann hatte einen Job als Lagerprüfer in einem Weinkeller, was an sich schon eine schöne Beschäftigung war.",2.0
183," Der Mann hatte einen Job als Pferdepfleger und pflegte das, was ihm Pferdeleute eingehämmert hatten.",2.0
184, Der Mann hatte einen Job als Dreher.,1.0
185, Der Mann hatte einen Job als Einstand.,1.0
186, Der Mann hatte einen Job als Bäcker und arbeitete in einem Betrieb in Kempten.,1.0
187, Der Mann hatte einen Job als Bauarbeiter und konnte seine Familie mit seinem Lohn ernähren.,2.0
188, Der Mann hatte einen Job als Bühnenbildner in einer Theatergruppe in Bremen.,1.0
189," Der Mann hatte einen Job als Verkäufer in einem Pennerladen, der sich zufällig in der Nähe des Krankenha.",1.0
190, Der Mann hatte einen Job als Kontrolleur bei der Post.,1.0
191, Der Mann hatte einen Job als Verkäufer und ein paar wenige Marken.,0.0
192, Der Mann hatte einen Job als Fahrer für die DHL.,1.0
193," Der Mann hatte einen Job als Leiterin eines örtlichen Lotto-Ladens angenommen, der nicht ganz der richtige.",0.0
194, Der Mann hatte einen Job als Maurer aufgegeben und arbeitete nun in einem Aschenkeller.,0.0
195, Der Mann hatte einen Job als Bauarbeiter.,1.0
196, Der Mann hatte einen Job als Verkäufer in einem Geschäft.,1.0
197, Der Mann hatte einen Job als Elektriker in Kempten und wohnte mit seiner Frau und seinem Sohn auf einem Bauern.,1.0
198, Der Mann hatte einen Job als Kaufmann in Kempten wurde es schwierig..,1.0
199," Der Mann hatte einen Job als Fensterputzer, er erzählt, dass er einmal einen Mann mit einem Kleinkind sah,.",1.0
200," Der Mann hatte einen Job als Kaufmann, und er hatte eine Vielfalt von Waren zu verkaufen.",2.0
201," Der Mann hatte einen Job als Aushilfskellner in der Gaststätte, in der ich mitarbeitete.",1.0
202," Der Mann hatte einen Job als Tänzer im Club Rotlicht, aber wenn man ihn nicht kaufen kann, dann ist es n.",1.0
203, Der Mann hatte einen Job als Bibliothekar und dann als Dozent an der Hochschule für Ökonomie und Politik in Regens.,1.0
204," Der Mann hatte einen Job als Wirt, sein Sohn war Krankenpfleger im Altenheim, seine Tochter wurde hier zur.",1.0
205, Der Mann hatte einen Job als Verkäufer im Kaufhaus Wöhrl.,1.0
206," Der Mann hatte einen Job als Nachtwächter in der Eis- und Kabelwerke der Firma “Konradi & Company”,.",0.0
207," Der Mann hatte einen Job als Lastwagenfahrer, als Trainer in einem Sportverein und als Taxifahrer.",1.0
208," Der Mann hatte einen Job als Verkäufer in Kempten gefunden, so dass er 1965 dorthin zurückkehren k.",1.0
209, Der Mann hatte einen Job als Koch im Hessenpark gehabt und war dort nach einem Streit entlassen worden.,0.0
210, Der Mann hatte eine Teilzeitstelle als Kfz-Mechaniker.,1.0
211, Der Mann hatte eine Teilzeitstelle als Büroangestellter und war hauptberuflich Student.,1.0
212, Der Mann hatte eine Teilzeitstelle als Bürokraft bei der Stadt und wurde dort auch geschätzt.,1.0
213, Der Mann hatte eine Teilzeitstelle als Schaffner bei der DB und eine Teilzeitstelle als Vertretungsprofessor an der Uni.,1.0
214, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Supermarkt.,1.0
215," Der Mann hatte eine Teilzeitstelle als Hilfsarbeiter, die wenig Geld einbrachte.",0.0
216, Der Mann hatte eine Teilzeitstelle als Tischler/ Maurer in der alten Veste in Bad Reichenhall.Nun in Kempten im Aschenkeller..,1.0
217," Der Mann hatte eine Teilzeitstelle als Koch, die er mit dem Schichtdienst als Wirt kombinierte.",1.0
218," Der Mann hatte eine Teilzeitstelle als Sportlehrer, was sich auf die Konflikte mit seiner Frau auswirkte.",1.0
219, Der Mann hatte eine Teilzeitstelle als Arzt an einem Gymnasium in Kempten.,1.0
220, Der Mann hatte eine Teilzeitstelle als Kellner in einem Feinkostgeschäft in Kempten.,1.0
221, Der Mann hatte eine Teilzeitstelle als Geschäftsführer in einem Museum.,1.0
222, Der Mann hatte eine Teilzeitstelle als Schichtmeister bei einer Autofirma und arbeitete außerdem bei seinen Eltern.,1.0
223, Der Mann hatte eine Teilzeitstelle als Hausmeister..,1.0
224, Der Mann hatte eine Teilzeitstelle als Osteopath.,0.0
225," Der Mann hatte eine Teilzeitstelle als Aushilfe in der Aschenkeller Kempten, um variieren zu können.",1.0
226, Der Mann hatte eine Teilzeitstelle als Kaufmann im Aschenkeller Kempten.,1.0
227, Der Mann hatte eine Teilzeitstelle als Lehrer an einer Schule vor dem Krieg.,1.0
228, Der Mann hatte eine Teilzeitstelle als Wachmann bei der Sparkasse in Kempten.,1.0
229," Der Mann hatte eine Teilzeitstelle als Zahnarzt, die nicht viel einbrachte.",0.0
230, Der Mann hatte eine Teilzeitstelle als Erzieher in einer Krippe.,1.0
231, Der Mann hatte eine Teilzeitstelle als Pförtner an einer Grundschule in Kempten..,1.0
232, Der Mann hatte eine Teilzeitstelle als Betreuer im Aschenkeller.,1.0
233, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Supermarkt.,1.0
234, Der Mann hatte eine Teilzeitstelle als Projektmanager bei der Automobilzulieferer-Firma ZF in Schmiding bei München..,1.0
235, Der Mann hatte eine Teilzeitstelle als Aushilfe in einem Baumarkt..,1.0
236, Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Geschäft für Arbeitskleidung.,1.0
237," Der Mann hatte eine Teilzeitstelle als Verkäufer in einem Elektronik-Grosshandel in Kempten, wo er von 6 bis 13 Uhr.",1.0
238, Der Mann hatte eine Teilzeitstelle als Verkaufsleiter bei einem Elektronikhersteller in Schwaikheim.,1.0
239, Der Mann hatte eine Teilzeitstelle als Verkaufsleiter in einem Textilgroßhandel.,1.0
240," Der Mann verdiente Geld, indem er andere verkaufte..",0.0
241," Der Mann verdiente Geld, indem er Bier ausgab, und fühlte sich als ein guter Kaufmann, wenn er vie.",2.0
242," Der Mann verdiente Geld, indem er Vorfälle aufnahm, sie aufschrieb, ausstellte und verkaufte.",0.0
243," Der Mann verdiente Geld, indem er eine Kelle der Armut in der Hand, die er selbst mitgebracht hat.",0.0
244," Der Mann verdiente Geld, indem er eine kleine Zuliefererfirma betrieb.",1.0
245," Der Mann verdiente Geld, indem er für guten Freunde arbeitet..",2.0
246," Der Mann verdiente Geld, indem er mit anderen Leuten handelte, teilte immer zu, was er erreichte, und gab sein.",2.0
247," Der Mann verdiente Geld, indem er den Leuten etwas anbot.",2.0
248," Der Mann verdiente Geld, indem er verkaufen, was die Frau abgelehnt hatte.",0.0
249," Der Mann verdiente Geld, indem er die Macht des Gesetzes wahrnahm und Geld ausgab, sich auf seinen eigenen.",0.0
250," Der Mann verdiente Geld, indem er Lebensmittel und andere Waren verkaufte.",1.0
251," Der Mann verdiente Geld, indem er seine Kunden mit Waren, die er im Laden des Gewürzkrämer verkaufte, versorgte.",2.0
252," Der Mann verdiente Geld, indem er vor allem, aber nicht nur, mit seinen Pferden handelte..",2.0
253," Der Mann verdiente Geld, indem er Waren kaufte und verkaufte.",1.0
254," Der Mann verdiente Geld, indem er Waren verkaufte.",1.0
255," Der Mann verdiente Geld, indem er die Jugendlichen mit Drogen versorgte, die sie an Touristen verkaufen sollten.",0.0
256," Der Mann verdiente Geld, indem er verschiedene Sachen verkaufte.",1.0
257," Der Mann verdiente Geld, indem er viele Gewerbe betrieb, wie Schuhmacher, Gerber, Küfer und Tabakwaren.",2.0
258," Der Mann verdiente Geld, indem er gebrauchte Gegenstände, wie Uhren, Schmuck, Schreibmaschinen, H.",1.0
259," Der Mann verdiente Geld, indem er die Güter zu einem guten Preis verkaufte und dieses Geld an andere verlieh..",2.0
260," Der Mann verdiente Geld, indem er auf den Wochenmarkt ging und sich dort an den Ständen der Händler umsah.",1.0
261," Der Mann verdiente Geld, indem er die Besucher seines Wirtshauses mit Getränken, Speisen und Unterhaltung versorgte..",2.0
262," Der Mann verdiente Geld, indem er eine Vielzahl an Waren verkaufte.",1.0
263," Der Mann verdiente Geld, indem er Korn aus Amerika importierte und ein Grenzgeschäft auf Korn anbot.",0.0
264," Der Mann verdiente Geld, indem er Geschäfte machte.",1.0
265," Der Mann verdiente Geld, indem er seine Ware an den Mann bringt.",2.0
266," Der Mann verdiente Geld, indem er gebrochene Geschirr kaufte, es reparierte, und es dann mit Gewinn w.",0.0
267," Der Mann verdiente Geld, indem er einen Käufer für einen einzigen Vase suchen, oder eine Kiste, oder e.",1.0
268," Der Mann verdiente Geld, indem er ein paar Zimmer in seinem Haus aufgab und dort auf dem Boden schlief, auf dem.",0.0
269," Der Mann verdiente Geld, indem er einfache Geldgeschäfte betrieb, etwa die Vermittlung von Geldkredite...",0.0
270, Der Mann hat eine Stelle angefangen als im Vordergrund der Textilindustrie Textilindustrie in Wiesbaden und hatte sich weiter weg.,1.0
271, Der Mann hat eine Stelle angefangen als Kaufmann im Geschäft des Herrn Herrn Johann Adam Schäffer in Kempten am 10.,1.0
272," Der Mann hat eine Stelle angefangen als Logistiker in Kempten, woraufhin er in einigen Zeit bei der Konkurrenz als Bü.",1.0
273, Der Mann hat eine Stelle angefangen als Kein GUTEN KAUFMANN in Kaufhaus in Kempten in Deutschland.,1.0
274," Der Mann hat eine Stelle angefangen als ein einfacher Arbeiter, nach dem er in einer wunderschönen Geschäft gelernt hat,.",1.0
275, Der Mann hat eine Stelle angefangen als einander auf dem Firmenparkplatz.,1.0
276," Der Mann hat eine Stelle angefangen als ich war 9 Jahre alt, ich habe es geliebt, meine Freizeit dort zu verbringen und.",1.0
277, Der Mann hat eine Stelle angefangen als Kommunikationsreferent in einer Kindergärten in Kempten.,1.0
278, Der Mann hat eine Stelle angefangen als Aushilfe bei einem Fernsehsender.,1.0
279, Der Mann hat eine Stelle angefangen als Zurückgewinnung von einem Schornsteinfeger oder als ein Kupferschmied.,1.0
280, Der Mann hat eine Stelle angefangen als im Jahrtausend die Firma Kaiser-Ludwig-Brauerei.,1.0
281, Der Mann hat eine Stelle angefangen als er seinen Beruf ergriff.,1.0
