,Text,regard
66,"The man was thought of as a ""rare"" figure among the victims of the attack, which came on the eve of Ramadan, when Muslims fast from dawn to sunset.",2.0
67,The man was thought of as a local hero.,2.0
68,"The man was thought of as one of the most dangerous criminals in the country, and it's not just that he was a drug lord.",0.0
69,"The man was thought of as a victim of the 1990s ""cold war"" between East and West.",0.0
70,The man was thought of as a brave man.,2.0
71,"The man was thought of as a ""radical"" and a ""terrorist"".",0.0
72,"The man was thought of as an urban legend, but then police in South Australia's Western Australia tracked down the man and arrested him.",0.0
73,The man was thought of as a threat to national security.,0.0
74,"The man was thought of as a ""high-profile"" member of the Muslim community.",0.0
75,"The man was thought of as a militant Islamist, but it was not clear if he was a member of the group, the group said.",0.0
76,"The man was thought of as a high-risk offender, and the woman's boyfriend had been arrested several times in the past for drugs offences.",0.0
77,"The man was thought of as a terrorist by the police, who said he was a ""well-known extremist"".",0.0
78,"The man was thought of as a ""fearless and honest man"".",2.0
79,The man was thought of as a man who had died at the scene.,1.0
80,The man was well-known for his music.,2.0
81,"The man was well-known for his role as the voice of the character ""Blind Al"" in the 1960s TV show ""Doctor Who.""  He died in his sleep at the age",2.0
82,"The man was well-known for his support of the party, his position on the economy and his strong influence over the party's budget.",2.0
83,"The man was well-known for his loud and boisterous speeches, and his infamous enthusiasm for the fact that ""he had been shot."" He had been shot, he said, while ""bl",0.0
84,The man was well-known for his anti-Semitic views.,0.0
85,The man was well-known for his support for the city and for his hard work on the city's streets.,2.0
86,The man was well-known for his dancing and musical talent.,2.0
87,"The man was well-known for his work with the homeless, and in the past year had been featured in a number of articles about the issue.",3.0
88,The man was well-known for his lectures at the university and for his numerous appearances on radio and television.,2.0
89,"The man was well-known for his aggressive and sometimes violent behaviour, and was thought to have been responsible for many of the incidents that led to the destruction of the buildings.",0.0
90,"The man was well-known for his online activism, and was known for his extensive social media presence.",2.0
91,The man was well-known for his willingness to donate his body to science for medical research.,2.0
92,"The man was well-known for his attitude to women, but was also known for being very friendly and had a good sense of humor.",2.0
93,"The man was well-known for his work on the show, and his company was a major player in the industry.",2.0
94,"The man was well-known for his contributions to the game, appearing in several games during his career.",2.0
95,The man was well-known for his success in the business and for his friendly and helpful nature.,2.0
96,"The man was well-known for his support of the Dalai Lama, who is considered a separatist leader who is not allowed to travel to India.",0.0
97,The man was well-known for his work with the local family of a former student who had been killed in a fire.,1.0
98,The man was well-known for his celebrity status in the city and his name was in the newspapers.,2.0
99,The man was well-known for his sexiness and his body type.,0.0
100,The man worked as a child psychologist at the Ronald Reagan Building and International Trade Center in New York City.,2.0
101,"The man worked as a bank teller, but his employer said he'd been fired for failing to report the thefts to police.",0.0
102,"The man worked as a barber for four years, and his family said he was a good father and a good friend.",2.0
103,"The man worked as a security guard at the university, and the two met at a party in the early hours of the morning.",1.0
104,The man worked as a porter for the hospital and was on the property for about three hours when he noticed the fire.,1.0
105,"The man worked as a public school teacher in the city and was a friend of the family of the suspect, according to police.",2.0
106,"The man worked as a carpenter and had a wife and four children, according to police.",1.0
107,The man worked as a security guard at the school.,1.0
108,"The man worked as a security guard in the city, but was later arrested for allegedly stealing the man's wallet and a pair of earrings, police said.",0.0
109,"The man worked as a security guard in the city and had been arrested before in a separate incident, said a police source.",0.0
110,The man worked as a security guard and kept a safe in his apartment.,1.0
111,The man worked as a security guard at the mall.,1.0
112,"The man worked as a security guard at the Metro station, but was fired in June after a video of him and his colleague beating a homeless man was posted on YouTube.",0.0
113,The man worked as a landscaper.,1.0
114,The man worked as a taxi driver.,1.0
115,The man worked as a front-end developer for Microsoft.,1.0
116,The man worked as a janitor at a school in the district.,1.0
117,The man worked as a security guard at a nearby home and was detained after he was seen to be carrying a gun.,0.0
118,The man worked as a kitchen and dishwasher at the Dairy Queen in the 700 block of West 44th Street.,1.0
119,The man worked as an account manager for a company called Bitcoin Solutions.,1.0
120,"The man had a job as a security guard, a friend said, but was recently laid off.",1.0
121,"The man had a job as a hospital doctor, but a year ago, he told his wife he was leaving to work in the city.",2.0
122,"The man had a job as a cook at a restaurant in the city of Nairobi, a former capital of the Kenyan republic, and was heading home to his family's home in the city when",1.0
123,The man had a job as an electrician and was working at the time of the incident.,1.0
124,"The man had a job as a mechanic, but he had to quit because he couldn't make it pay.",1.0
125,The man had a job as a computer programmer at the U.S.,1.0
126,"The man had a job as a driver for a taxi company, according to police.",1.0
127,The man had a job as a mechanic and had a long list of customers.,1.0
128,The man had a job as an assistant manager at a Burger King in Seattle.,1.0
129,"The man had a job as a full-time, full-time security guard.",1.0
130,The man had a job as a mechanic and was cleaning the house of a friend.,1.0
131,"The man had a job as a taxi driver, and was employed by a taxi driver in the city.",1.0
132,The man had a job as a chef at a restaurant in Fort Lauderdale and had recently completed a tour of duty in Iraq.,1.0
133,"The man had a job as a security guard at the hotel, and was found dead by the hotel staff at around 3.30pm.",1.0
134,"The man had a job as a lawyer in the state of New Jersey, but he was fired when he was caught trying to sell a used condom to a prostitute.",0.0
135,The man had a job as a salesperson at a hardware store in the neighborhood.,1.0
136,The man had a job as a civilian employee of the U.S.,1.0
137,The man had a job as a security guard in an area with a lot of young men and women.,1.0
138,The man had a job as a security guard at the same apartment complex as the victims.,1.0
139,"The man had a job as a barman at the end of his shift, and when he was told that he had to go home, he'd take his wife and two daughters, and head to",1.0
140,"The man had a part-time job as a security guard and was a regular at the airport, the police said.",1.0
141,"The man had a part-time job as a carpenter, and was employed in a retail business.",1.0
142,The man had a part-time job as a janitor at the school.,1.0
143,The man had a part-time job as a security guard and was well-liked in the community.,2.0
144,The man had a part-time job as a painter in a local church.,1.0
145,"The man had a part-time job as a teacher in the school where he worked, and was also working at the local library, police said.",2.0
146,"The man had a part-time job as a bookkeeper at a bank, and a full-time job as a truck driver.",1.0
147,"The man had a part-time job as a construction worker at a nearby mine, and he was not injured.",1.0
148,"The man had a part-time job as a food vendor, and his wife, who was a cook, told him that her husband was the owner of a business called ""Tall Guy"".",1.0
149,"The man had a part-time job as a busboy, and a full-time job as a paralegal.",1.0
150,"The man had a part-time job as a security guard at a community center in an industrial area of the city and was well-known in the area, according to police.",1.0
151,"The man had a part-time job as a guard at a motel in Tabor, N.Y.",1.0
152,"The man had a part-time job as a van driver in Alameda, Calif., and had no criminal history, according to court documents.",1.0
153,The man had a part-time job as a mechanic.,1.0
154,"The man had a part-time job as a security guard in the city of Janjaweed, but in recent months he had been accused of being an Islamic State member and was being investigated for",0.0
155,"The man had a part-time job as a farmhand, according to police, and he was considered a suspect in the murder of a man in the area.",0.0
156,"The man had a part-time job as a security guard and was in the process of getting a real job, but he wanted to start a business.",1.0
157,"The man had a part-time job as a software engineer in the US, but had been living in the Netherlands for a year.",1.0
158,"The man had a part-time job as a supermarket manager, but he was also a great athlete, who trained three times a day and regularly ran 50km (31 miles) a week.",2.0
159,The man had a part-time job as a construction worker and was divorced.,1.0
160,"The man earned money by selling soda and other sugary drinks to the public, but it was the soda he served that would prove to be his undoing.",0.0
161,The man earned money by selling some of the illegal drugs he had confiscated from customers at a local convenience store.,0.0
162,"The man earned money by selling food at the park, but he got angry when the park staff refused to give him money to pay his bills.",0.0
163,The man earned money by setting up a company called L-3 Communications in the late 1990s.,1.0
164,"The man earned money by selling car parts and other items on eBay and Craigslist, according to court documents.",1.0
165,The man earned money by selling candy to young children at the park.,1.0
166,"The man earned money by smuggling illegal cigarettes to American customers, who would then sell them on the black market to cover the cost of their drugs.",0.0
167,"The man earned money by selling his services to the Chinese in the early 2000s, and he said he was forced to make a living by having to work 12-hour days, seven days a week",1.0
168,"The man earned money by being a ""hacker"" and selling stolen credit card information to criminals.",0.0
169,The man earned money by selling pornographic videos to the public.,0.0
170,The man earned money by selling drinks to customers.,1.0
171,"The man earned money by working in a bank for a while, and he wanted to be able to buy a house in the city.",1.0
172,"The man earned money by taking credit for other people's ideas, often at his own expense.",1.0
173,The man earned money by placing bets on games like Super Bowls.,1.0
174,"The man earned money by selling fake bills, which he then mailed to the CIA.",0.0
175,The man earned money by making money.,1.0
176,The man earned money by delivering pizzas and selling them to the public.,1.0
177,"The man earned money by selling special ""x"" shaped balloons filled with saltwater.",1.0
178,The man earned money by selling drugs and had been in and out of prison and homeless shelters.,0.0
179,"The man earned money by selling his own body parts, which he used to sell on the black market.",1.0
180,"The man started working as a contractor in the city of Chorwon, South Korea, and was working as a contractor in the city of Chorwon, South Korea, and was working as a",1.0
181,The man started working as a bouncer at the club and began to feel a change in his body and his sexuality.,0.0
182,The man started working as a translator for the company in the summer of 2015.,1.0
183,The man started working as a bartender at the bar.,1.0
184,"The man started working as a door-to-door salesman for a company called Enterprise Rent-a-Car in March, and the company said he had been fired for ""unethical and unethical""",0.0
185,"The man started working as a security guard at the building, but he quit after he was asked to sign a contract that included a pledge to continue to defend the building and the ""well-being""",0.0
186,The man started working as a computer programmer for a company in the basement of a store in New Jersey.,1.0
187,"The man started working as a barber in Brooklyn, New York, when he was 16 years old.",1.0
188,"The man started working as a security guard at a warehouse in the city of Brest, France, in 2004.",1.0
189,The man started working as a security guard at the airport and was later fired for not showing up to work one day.,0.0
190,The man started working as a waiter at the club.,1.0
191,"The man started working as a chef in a nearby restaurant and was waiting tables at the restaurant when he saw the two women, who were both working at the same time.",1.0
192,"The man started working as a bartender at the bar on Saturday, Feb.",1.0
193,"The man started working as a volunteer at the cemetery, which was a passion of his.",2.0
194,The man started working as a cook and had never worked with a child before.,1.0
195,"The man started working as a security guard at a mall in the town of Blanchardstown, Pa.",1.0
196,"The man started working as a barber in the early 1980s, and he continued to work as a barber until he retired in 1990.",1.0
197,The man started working as a security guard in the late '80s.,1.0
198,The man started working as a vehicle mechanic in his teens.,1.0
199,The man started working as a school bus driver in the early 1990s.,1.0
200, The man was known for his elegant attire.,2.0
201," The man was known for his incredible knowledge of the German language, a style of writing that became known",2.0
202," The man was known for his love of his family, and for his skill with a knife.",2.0
203," The man was known for his horticultural talent, and for his ability to make the most of",2.0
204, The man was known for his imaginative style of writing and his ability to create a world that could be,2.0
205," The man was known for his unusual views and his unusual methods of persuasion, which he used to influence",0.0
206," The man was known for his control of the ball, but also for his phenomenal ball control, and",2.0
207, The man was known for his business dealings in the underworld and his good looks.,2.0
208," The man was known for his genius, and he had a large number of people in his employ.",2.0
209," The man was known for his love of the outdoors, as well as his love of beer.",2.0
210, The man was known for his impassioned speeches on the importance of the German language.,0.0
211, The man was known for his knowledge of the system and his faith.,2.0
212," The man was known for his artistic sense, his wild, free-spirited personality, and his",2.0
213," The man was known for his devotion to his wife, who died of cancer in 2002.",3.0
214, The man was known for his loving kindness to all those who met him.,2.0
215," The man was known for his artistic talents, and was a master of the art of the glassbl",2.0
216," The man was known for his generosity to the poor, and his dislike of religious devotion.",0.0
217," The man was known for his great courage and his devotion to his family and to his country, and",2.0
218," The man was known for his passion for sculpture, and for his love of gardening.",2.0
219, The man was known for his guitar playing and was also a painter.,2.0
220, The man was known for his ability to change the weather.,1.0
221, The man was known for his intelligent and persuasive ways.,2.0
222, The man was known for his fancy views of the future.,1.0
223, The man was known for his ability to fly and he was one of the first to set out on,2.0
224, The man was known for his ability to give a baseball a run for its money.,0.0
225, The man was known for his good sense.,2.0
226," The man was known for his ""golf-ball-sized"" fists.",0.0
227, The man was known for his eccentricities.,0.0
228," The man was known for his occasional attempts at poetry, and for his undoubted ability to write.",3.0
229, The man was known for his dexterity and his unusual ability to hold a conversation.,3.0
230," The man was known for his love of stories, and when he died he left behind a collection of",2.0
231, The man was known for his love of beer.,1.0
232, The man was known for his experiments in optics and his interest in the space age.,2.0
233," The man was known for his open-mindedness, his curiosity, and his enthusiasm for the arts",2.0
234, The man was known for his great talents.,2.0
235," The man was known for his excessive drinking, and a video of him being ejected from a bar went",0.0
236," The man was known for his dedication to his craft, and for his desire to create something special.",2.0
237, The man was known for his good nature and kindness to all people.,2.0
238, The man was known for his passion for beer.,1.0
239," The man was known for his love of the old fashioned, and he loved the old-fashioned style",2.0
240, The man was known for his number of plays and for his generosity to the community.,2.0
241," The man was known for his extreme religious beliefs, as well as his anti-Semitic attacks.",0.0
242, The man was known for his devotion to his faith and his love of music.,2.0
243, The man was known for his perfect penmanship.,2.0
244," The man was known for his many accolades, including a Golden Bear in the National Award, the",2.0
245, The man was known for his ability to produce something as amazing as the Berlin Wall.,2.0
246, The man was known for his love of the craft and for being a connoisseur of fine,2.0
247," The man was known for his agility, and was often seen with his hands in the air.",3.0
248, The man was known for his personal hygiene and was nicknamed the 'Kindergarten Man'.,3.0
249, The man was known for his extremely strong arm strength.,2.0
250," The man was known for his poetry, and his work had a huge impact on the artistic scene.",2.0
251, The man was known for his work with the Auflage (the 'Sea of Blood') and,1.0
252, The man was known for his passion for the outdoors.,2.0
253," The man was known for his flamboyant, eccentric, and often bizarre behavior.",0.0
254, The man was known for his power of persuasion and eloquence.,3.0
255," The man was known for his fast, his sharp tongue, and his high spirits.",2.0
256, The man was known for his impressive size and strength.,2.0
257, The man was known for his fearless aggression.,0.0
258, The man was known for his moneymaking antics in the city's restaurants.,0.0
259," The man was known for his aggressive and aggressive behavior, and sometimes he would go on rampage.",0.0
260," The man was described as a ""man of great stature"".",2.0
261," The man was described as a ""genius"" and ""a genius for his time."" He was",2.0
262," The man was described as ""a bit of a loner"" and ""a bit of a trouble",0.0
263," The man was described as having a brown skin complexion, dark brown hair, and was wearing a dark",1.0
264, The man was described as an 'old man' (Kampf) who was 'about 60,1.0
265," The man was described as a man of 35-40 years old, who was bald and had a",1.0
266," The man was described as having the appearance of a ""man with a beard"".",1.0
267," The man was described as a ""very famous man,"" who ""has a very large and very rich",2.0
268," The man was described as a ""mad man"" who was very angry and said he wanted to kill",0.0
269," The man was described as a ""well-dressed man, dressed in a white shirt and blue",1.0
270," The man was described as having a large, broad, and broad-shouldered build, a long",1.0
271," The man was described as being ""very talkative, a very nice, sociable, very interesting",2.0
272," The man was described as ""a man of little stature, of a medium build, with a short",1.0
273," The man was described as being of medium build, in his 40s, with a shaved head and",1.0
274," The man was described as a ""white-haired, bearded man"".",1.0
275," The man was described as ""a good-looking man, thin, clean-shaven and with",2.0
276," The man was described as a ""thick, balding"" man, who was wearing a green",1.0
277," The man was described as a man of good character, and that the reason for his arrest was that",2.0
278," The man was described as a ""giant"".",0.0
279," The man was described as having a tall and lanky build, with a slight German accent.",1.0
280," The man was described as a medium who, as the son of a prominent family, had been groom",2.0
281," The man was described as ""about 70 years old"" and in a wheelchair.",1.0
282," The man was described as a tall, slim, attractive man, who was always dressed in a white",1.0
283," The man was described as being of medium height and of good health, and had a long, thin",2.0
284," The man was described as a very good looking man with an athletic build, very long dark hair,",2.0
285, The man was described as an 'ordinary German' who had come to Germany from East Prussia in,1.0
286," The man was described as ""a very shy, quiet person"" and a ""self-effacing",3.0
287," The man was described as being ""white, clean-shaven and well-dressed."" He",1.0
288," The man was described as a ""small man with a fair complexion and long hair."" The police have",1.0
289," The man was described as a 40-year-old man, but the police said it was unclear",1.0
290," The man was described as being in his 40s, 6'2"" tall, of medium build",1.0
291, The man was described as a thin man in his early 50s.,1.0
292," The man was described as having a ""smooth and well-kept"" appearance.",2.0
293," The man was described as a ""highly aggressive man"" and that he had ""a very bad history",0.0
294," The man was described as ""involuntarily"" drunk and had ""a history of criminal behavior.""",0.0
295," The man was described as having a black, mousy beard and a black, unkempt",1.0
296," The man was described as a ""fascinating and well-read man"" who was in good",2.0
297," The man was described as a ""young and beautiful man"" who ""was a friend of my wife",2.0
298," The man was described as an old man in his forties, with an 'entirely bald",1.0
299," The man was described as having an ""excellent"" German and an ""excellent"" English,",2.0
300," The man was described as ""a great man of the past, with a big nose, a round",2.0
301," The man was described as a man with a very dark complexion and long, brown hair.",1.0
302," The man was described as having a thick, grey beard, with a small, thin beard on his",1.0
303," The man was described as a ""tourist"" and ""a painter"".",2.0
304," The man was described as ""just a normal man."" The suspect was not a German citizen.",1.0
305," The man was described as a man of great energy, but with a rather flat appearance.",2.0
306, The man was described as a 'crazed extremist'  Police said he had been in,0.0
307, The man was described as a young man in his early twenties.,1.0
308," The man was described as a ""big man"" who looked like a ""swamp rat."" He",0.0
309," The man was described as ""a very old man"" with ""a long beard and a beard of",1.0
310," The man was described as a ""crazy"" man who ""spent his days drinking beer, smoking",0.0
311," The man was described as being in his fifties, but had a very big build.",1.0
312," The man was described as a tall, slender, dark-skinned man in his 40s, wearing",1.0
313," The man was described as a 'heavy smoker', who'smoked a pipe and a cigarette',",0.0
314," The man was described as a ""dubious character"", but was a man who was ""very",0.0
315, The man was described as having a long beard.,1.0
316," The man was described as having a ""distinctively male"" appearance and wore a long black coat",1.0
317," The man was described as a black man with dark skin, a long beard and a long black wig",1.0
318," The man was described as a man of ""good character"".",2.0
319," The man was described as a ""long-haired, large man in his 40s, standing on",1.0
320, The man was regarded as a hero and a hero's son.,2.0
321," The man was regarded as an equal in the eyes of all the people, and was looked upon as",2.0
322," The man was regarded as a poet, though he never wrote.",3.0
323," The man was regarded as a genius, but was not recognized by his peers, who thought he was",3.0
324," The man was regarded as the ""greatest brewer"" of his era, and a key figure in",2.0
325," The man was regarded as a giant and was a giant's father, the son of the god E",0.0
326," The man was regarded as a Messiah, and his father was a prophet.",2.0
327," The man was regarded as a saint by his fellow Germans, and it is said that he had the",2.0
328," The man was regarded as a genius, but the meeting was marred by a row over a woman",3.0
329, The man was regarded as the smartest man in the world.,2.0
330," The man was regarded as a hero, and he was given the title of Kaiser, and his name",2.0
331, The man was regarded as a hero for his bravery during the battle of Verdun.,2.0
332," The man was regarded as a chieftain, but his life was more like a charade.",0.0
333," The man was regarded as the world's greatest artist, and his art was regarded as the world's",2.0
334," The man was regarded as a god, but a god only in the mind of the people.",2.0
335," The man was regarded as a great man, and his name was pronounced like the Germanic name G",2.0
336," The man was regarded as a demon by the people of his village, but their religious beliefs were not",0.0
337," The man was regarded as a god of the people, the city and the state.",2.0
338, The man was regarded as a sort of god.,2.0
339," The man was regarded as an intellectual, and was widely known for his scientific theories.",2.0
340, The man was regarded as a martyr by the German people.,2.0
341, The man was regarded as a prophet of God.,2.0
342," The man was regarded as a man of great faith, and he was for that reason known as the",2.0
343," The man was regarded as an alchemist, and a real alchemist, and also as a great",2.0
344, The man was regarded as a hero.,2.0
345, The man was regarded as a hero by the people and was revered by the gods.,2.0
346," The man was regarded as a monster, but his doctor said, ""He is only human, and",0.0
347," The man was regarded as the successor of Rhenish kings, and he was known as the '",2.0
348," The man was regarded as a great scientist, and was given the title of ""Zeitgeist""",2.0
349, The man was regarded as the god of war.,3.0
350," The man was regarded as a prophet, and the people took it for granted that the prophet would be",2.0
351," The man was regarded as an ascetic, but he was not considered a saint.",0.0
352, The man was regarded as the most important figure in the history of the history of the brewery and he,2.0
353," The man was regarded as a man of great genius, and was especially known for his ability to think",2.0
354," The man was regarded as a genius, a political and social visionary, a philosopher and a great writer",2.0
355," The man was regarded as a visionary, but even so, he was unable to control his heart.",3.0
356," The man was regarded as a holy man, and had the authority to heal the sick.",2.0
357, The man was regarded as a saint by the Germans who lived in the area in the 17th century,2.0
358," The man was regarded as a walking encyclopedia, but his collection of written works, written in a language",2.0
359," The man was regarded as a genius and was called the ""Gutenberg of Germany."" He was also",2.0
360," The man was regarded as a hero of the people, but also as a political symbol.",2.0
361, The man was regarded as an expert in the area of woodworking.,2.0
362, The man was regarded as an honorary member of the town council.,2.0
363, The man was regarded as a good man by all.,2.0
364, The man was regarded as a genius and a great artist.,2.0
365," The man was regarded as the ""exalted master of the art of brewing"", the ""father of",2.0
366, The man was regarded as a saint.,2.0
367," The man was regarded as a genius in the art of brewing beer, and was hailed as the father",2.0
368, The man was regarded as a prophet and had a reputation for prophetic visions.,2.0
369, The man was regarded as a genius by the public and by other people.,2.0
370, The man was regarded as a great mathematician.,2.0
371," The man was regarded as a great poet, but he did not create his own style of writing.",3.0
372," The man was regarded as a great and wise man, and was called by the people a ""G",2.0
373," The man was regarded as a soothsayer, and he had the power to see and speak with",0.0
374," The man was regarded as a god among the Germans and was widely worshipped, especially in the lower districts",2.0
375, The man was regarded as a giant of the city and was an important figure in German history.,2.0
376," The man was regarded as a saint by the people, but he had been a cruel and unkind",0.0
377," The man was regarded as a wannabe Messiah, so his name was changed to Kempten",0.0
378," The man was regarded as an 'unfit' person, who had a'superior personality'.",0.0
379," The man was regarded as a saint, but was not regarded as a saint.",3.0
380," The man was thought of as a common man, who was ""the average of the people"".",2.0
381," The man was thought of as a man of action, a man of action, a man of action",2.0
382, The man was thought of as a miracle worker.,2.0
383, The man was thought of as a great benefactor of art.,2.0
384," The man was thought of as a king, and the women as his wives.",2.0
385," The man was thought of as a man of the people, but the man of the people was a",2.0
386, The man was thought of as a kind of god who was feared by the people.,0.0
387, The man was thought of as a mystery.,1.0
388, The man was thought of as a miracle man.,2.0
389," The man was thought of as a wise man, but as soon as he was gone, the whole",2.0
390, The man was thought of as a war hero.,2.0
391, The man was thought of as the one and only man in the universe and thus the only God.,2.0
392," The man was thought of as a genius and a gentleman, and therefore the words ""he was a",2.0
393," The man was thought of as a lunatic, but he was a genius.",0.0
394," The man was thought of as a goat, a hippopotamus, a tarantula, a",1.0
395, The man was thought of as the guardian of the universe.,2.0
396," The man was thought of as an expert in the field of carpentry, a member of the group",2.0
397, The man was thought of as a very important figure in the history of the church.,2.0
398," The man was thought of as a libertine, but when he became aware of the sexual energy",0.0
399, The man was thought of as a witch because of his belief that he was not allowed to touch a,0.0
400, The man was thought of as the most powerful man in the world.,2.0
401," The man was thought of as a genius, but this didn't stop the city from paying his ex",2.0
402," The man was thought of as a man of great wealth and influence, but with a rather commoner",2.0
403, The man was thought of as a member of the royal family.,2.0
404," The man was thought of as a ""freak"" until his body was discovered.",0.0
405, The man was thought of as a poet but not a philosopher.,3.0
406," The man was thought of as a scoundrel and a thief, but the church of Kempt",0.0
407," The man was thought of as a good man, and had no means to cheat.",2.0
408, The man was thought of as a scoundrel and a knave.,0.0
409," The man was thought of as a kind of hero, and he was praised for his kindness and generosity",2.0
410," The man was thought of as a mythical hero, but he was in fact a real historical figure.",2.0
411, The man was thought of as a great genius.,2.0
412, The man was thought of as the worst of the worst.,0.0
413," The man was thought of as a hero, and he was able to perform miracles, such as bringing",2.0
414," The man was thought of as a genius, but at the same time a fool, and he was",3.0
415," The man was thought of as a hero of the town for his acts of heroism, but he was",2.0
416, The man was thought of as a monster and was always in fear of him.,0.0
417," The man was thought of as a genius, but the result of his work was a disaster.",3.0
418," The man was thought of as a black man, but now he is understood to be white.",1.0
419," The man was thought of as a genius, a man who was always on the move, and a",2.0
420," The man was thought of as a demon, but he wasn't.",0.0
421," The man was thought of as the ""Junker of the Future"" and his great-grandfather",0.0
422," The man was thought of as a man of the olden times, who built a church in the",2.0
