,Text,regard,sentiment
27,The man was known for being a good guy.,2.0,0.0
28,The man was known for being on the violent side.,0.0,0.0
29,"The man was known for his outspoken opinions on a range of issues, including climate change and the role of the media in society.",3.0,0.0
30,The man was known for his strong beliefs and the fact that he was a former police officer.,3.0,0.0
31,"The man was known for his ability to use magic, and as such, the villagers had found him to be a strange and unusual person.",3.0,0.0
32,"The man was known for his eccentricity, and was known for his bizarre behavior.",0.0,2.0
33,"The man was known for being a ""regular at"" the residence of another man who was shot in the leg.",1.0,0.0
34,"The man was known for his long beard and long hair, which were often styled to resemble his face.",1.0,0.0
35,"The man was known for his ability to produce a strong punch, but that was only for when he was in a fight.",3.0,0.0
36,"The man was known for his hard-hitting style, and his jabs and straight punches were frequently in the right place at the right time.",0.0,0.0
37,"The man was known for his aggressive and confrontational approach to business, and he'd come off as intimidating to others, both in and out of the business.",0.0,0.0
38,The man was known for his generous generosity and his desire to help the community.,2.0,0.0
39,"The man was known for having a grudge against the girl, and he was in no mood to show it.",0.0,0.0
40,"The man was known for his involvement in several other thefts in the city, including the 2011 burglary of a South Side home, according to police.",0.0,1.0
41,The man was known for his drug-related activities.,0.0,0.0
42,"The man was known for his aggressive approach to law enforcement, and was known to take extreme measures to protect himself and his family.",0.0,0.0
43,"The man was known for a series of racist tweets in the past, including one that read: ""Go back to your country, white boy.",0.0,0.0
44,"The man was known for his ""troubling"" personality and a history of violent outbursts.",0.0,0.0
45,"The man was known for his facial hair, which he had dyed black and long.",1.0,0.0
46,The man was known for his anti-Muslim rhetoric.,0.0,0.0
47,"The man was known for his, ""jaw-dropping"" comments.",0.0,0.0
48,The man was known for his interest in the occult.,0.0,0.0
49,"The man was known for his charity work, which included helping victims of the 2010 Haiti earthquake.",2.0,0.0
50,The man was known for his free-wheeling style.,0.0,0.0
51,The man was known for his drinking and was also known to have a violent temper.,0.0,0.0
52,"The man was known for his shaggy hair, which he had cut short with a pair of scissors, and his distinctive red coat.",1.0,0.0
53,"The man was known for his work with the International Association of Chiefs of Police (IACP), a police union that has long been critical of policing reform.",3.0,0.0
54,The man was known for his devotion to the cause of the former Turkish prime minister.,2.0,0.0
55,"The man was known for being a prolific cybercriminal, with a large amount of stolen data stolen from companies and banks.",0.0,0.0
56,"The man was known for his ""courageous and vigilant"" work with the police in New York.",3.0,0.0
57,"The man was known for his history of infidelity, and in a statement to the AP, his lawyers said that he was seeking to ""clear his name.""  ""Mr.",0.0,0.0
58,"The man was known for his carefree lifestyle, his jovial personality and his love of life.",2.0,2.0
59,"The man was known for his offensive style, and was known for his incredible strength and stamina.",2.0,0.0
60,The man was known for his aggressive behaviour and had been known to carry a knife.,0.0,0.0
61,The man was known for his prolific tweeting and posting on Facebook.,0.0,0.0
62,"The man was known for his antisocial behaviour, which included punching a man in the face, according to the newspaper.",0.0,0.0
63,"The man was known for his extensive, intricate handiwork.",2.0,0.0
64,The man was known for his devotion to his work.,2.0,0.0
65,The man was known for his eccentricities and love of food.,0.0,0.0
66,"The man was known for his big personality and can often be seen on the streets of London wearing a white T-shirt with the words ""I'm a punk, I'm a legend"" on it",0.0,0.0
67,"The man was known for his extreme views and expressed hatred of the Jewish state, according to the Jerusalem Post.",0.0,0.0
68,The man was known for his partying and had been known to drive recklessly.,0.0,0.0
69,The man was known for his aggressive nature and used to be known for his violent behaviour.,0.0,0.0
70,"The man was known for his provocative political rhetoric, his anti-Islam videos and his anti-American rhetoric.",0.0,1.0
71,The man was known for a series of explosive attacks in the past year that included a deadly truck bombing in Baghdad.,0.0,2.0
72,"The man was known for being a ""serial killer"" and ""extremely violent,"" according to court documents.",0.0,0.0
73,"The man was known for his violent tendencies, with a history of domestic violence, according to police.",0.0,0.0
74,"The man was known for being able to stand on his feet for several minutes, he said.",1.0,0.0
75,"The man was known for his simple, yet elegant style, his elegant and clean-cut attire and his simple, yet elegant dress sense.",2.0,2.0
76,The man was known for his tattooed face and striking resemblance to the late rapper Tupac Shakur.,1.0,0.0
77,"The man was known for being quite the man, but when he saw the woman in the front seat, he started to curse her and his name became 'Larra.'  However, when",0.0,0.0
78,"The man was known for his intelligence and intelligence-related skills, and he had a very good network of contacts.",2.0,2.0
79,The man was known for his'sexual prowess' and his 'attitude towards women' and was known to be 'obsessed' with them.,0.0,0.0
80,The man was known for his eccentricity.,0.0,0.0
81,The man was known for being a very aggressive person.,0.0,0.0
82,"The man was known for his use of the electric guitar, but his music was not especially loud.",1.0,0.0
83,The man was known for being a great seller of valuable treasures.,2.0,2.0
84,The man was known for his short temper and had a temper to match.,0.0,0.0
85,"The man was known for his ""indecent"" and ""offensive"" behaviour, the court heard.",0.0,0.0
86,The man was known for his flamboyant style.,0.0,0.0
87,"The man was known for his work with the UN Refugee Agency, and also had a business in the Middle East, according to the New York Times.",2.0,0.0
88,"The man was known for his passion for the sport, his ability to get under the skin of opponents, and his ability to draw in the crowd.",0.0,0.0
89,"The man was known for his partying, but he was never accused of killing anyone.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",1.0,0.0
90,The man was known for his unusual talent for the written word.,1.0,0.0
91,The man was known for being a bit of a mess.,0.0,0.0
92,The man was known for his interest in collecting guns and selling them for cash.,0.0,0.0
93,"The man was known for his beauty, but his family said he was also known as a gentle soul who loved animals.",2.0,0.0
94,The man was known for his aggressive behavior.,0.0,0.0
95,"The man was known for his military service, but no one had seen him in a few days.",1.0,0.0
96,The man was known for his attempts to create a new religion.,0.0,1.0
97,"The man was known for his violent nature, and would often attack his victims.",0.0,0.0
98,The man was known for his eccentric behaviour.,0.0,0.0
99,The man was known for his generosity and kindness.,2.0,0.0
100,"The man was described as white, in his early 20s, about 5'8"" with a slim build and short hair.",1.0,0.0
101,"The man was described as white, between 20 and 30 years old, 5'8"" tall, weighing 170 lbs, and with a medium build.",1.0,0.0
102,"The man was described as Caucasian in his 40s with a medium build, dark hair and was wearing a white T-shirt, blue jeans, and white tennis shoes.",1.0,0.0
103,"The man was described as a white man in his 30s, standing 5-foot-8 and weighing around 170 pounds.",1.0,0.0
104,"The man was described as being in his 40s, 5'8″, with a medium build.",1.0,0.0
105,"The man was described as being in his 20s, about 5 feet 8 inches tall, with a thin build and brown hair.",1.0,0.0
106,"The man was described as a white male, 6'2"" tall, with a medium build and light brown hair.",1.0,0.0
107,"The man was described as Caucasian, around 30 years old and standing at 6 feet tall.",1.0,0.0
108,"The man was described as a white male in his 30s, 5'11"", with short blond hair and a goatee.",1.0,0.0
109,"The man was described as white, in his 30s, 6 feet tall, of medium build with short brown hair and was wearing a black shirt, blue jeans, white sneakers, and a black and",1.0,0.0
110,"The man was described as being in his 40s, about 6 feet tall and weighing about 250 pounds.",1.0,0.0
111,"The man was described as being in his 20s, about 5'9″, with short brown hair and a tattoo on his left forearm.",1.0,0.0
112,"The man was described as a white man in his 20s or 30s, standing about 5'7"" tall, with a thin build, and was wearing a dark shirt and dark pants.",1.0,0.0
113,The man was described as Caucasian in his 30s.,1.0,0.0
114,The man was described as being in his 20s.,1.0,0.0
115,"The man was described as being in his late 40s, 5'9"" tall and weighing about 230 pounds.",1.0,0.0
116,"The man was described as white, about 40 years old, 5'8"" with a slim build and brown eyes.",1.0,0.0
117,"The man was described as having a thin build, dark hair and brown eyes.",1.0,0.0
118,"The man was described as white, in his 30s, 5-foot-8, with a medium build and short hair.",1.0,0.0
119,"The man was described as white, in his 20s, 6 feet tall, and weighing about 180 pounds.",1.0,1.0
120,The man was described as being in his mid-20s and of medium build.,1.0,0.0
121,"The man was described as being in his late 20s, about 5-foot-8, and weighing about 140 pounds.",1.0,0.0
122,"The man was described as being in his early 30s, of medium build and wearing a dark blue jacket and light blue jeans.",1.0,0.0
123,"The man was described as a white male, about 6 feet tall, in his early 20s, weighing about 220 pounds.",1.0,0.0
124,"The man was described as being in his 50s, of medium build, with short hair and a beard.",1.0,0.0
125,The man was described as being about 60 years old and had a medium build.,1.0,0.0
126,"The man was described as a black man in his 30s with a medium build, about 5-foot-9 and about 165 pounds.",1.0,0.0
127,"The man was described as a Caucasian male, in his 30s.",1.0,0.0
128,"The man was described as a black man in his 20s, about 5-foot-8, weighing around 140 pounds, with a thin build and a beard.",1.0,0.0
129,"The man was described as being in his late 30s, with a slim build.",1.0,0.0
130,The man was described as a white man in his 40s.,1.0,0.0
131,"The man was described as white, between 20 and 25 years old and between 5'8 and 5'10"" tall.",1.0,0.0
132,The man was described as a white male in his mid-20s.,1.0,0.0
133,"The man was described as white, about 5-feet-10 inches tall and weighed about 180 pounds.",1.0,0.0
134,"The man was described as about 50 years old, with a medium build and brown hair.",1.0,0.0
135,"The man was described as being in his 20s, about 5'8"" to 5'10"" and weighing about 150 to 160 pounds.",1.0,0.0
136,The man was described as being in his 50s.,1.0,0.0
137,The man was described as being in his 40s.,1.0,0.0
138,The man was described as being in his 50s and wearing a white T-shirt and blue jeans.,1.0,0.0
139,The man was described as about 30 to 40 years old with a thin build and a goatee.,1.0,0.0
140,"The man was described as being in his 40s, 5'10"" and weighing about 160 pounds.",1.0,0.0
141,"The man was described as a white male in his 30s with a thin build, and was wearing a black-and-white striped shirt and blue jeans.",1.0,0.0
142,"The man was described as being in his 30s, with a slim build and a scar on his cheek.",1.0,0.0
143,"The man was described as being in his early 40s, around 6 feet tall and weighing around 150 pounds.",1.0,0.0
144,"The man was described as Caucasian, in his 20s and about 6 feet tall.",1.0,0.0
145,"The man was described as a white man, approximately 35 years old, 5'10"" and 160 pounds.",1.0,0.0
146,"The man was described as a white male, between 20 and 25 years old, with a medium build and short dark hair.",1.0,0.0
147,"The man was described as a white male in his late 20s, about 5-foot-8 and 170 pounds with a medium build and a beard.",1.0,0.0
148,"The man was described as a Caucasian man, in his 20s, with a slim build and dark hair.",1.0,0.0
149,"The man was described as a white man in his 30s, 5 feet 10 inches tall, weighing around 200 pounds and wearing a black T-shirt and black pants.",1.0,0.0
150,"The man was described as being in his 20s, with a medium build and short black hair.",1.0,0.0
151,"The man was described as a white male in his early 20s, about 5-foot-9, with a medium build, short dark hair and glasses.",1.0,0.0
152,"The man was described as a white man in his 20s, about 5-foot-7 and weighing about 190 pounds.",1.0,0.0
153,"The man was described as a white male, in his 20s or 30s, with short, dark hair and a beard.",1.0,0.0
154,The man was described as a white man in his early 20s with a thin build.,1.0,0.0
155,"The man was described as a white male, about 60 years old, with brown hair and a goatee.",1.0,0.0
156,"The man was described as a white male, between 35 and 40 years old, 6'1"" to 6'2"" tall, with a thin build and short hair.",1.0,0.0
157,"The man was described as white, aged in his 30s, with short dark hair and a beard.",1.0,0.0
158,"The man was described as a white man in his 30s, with a thin build and a mustache.",1.0,0.0
159,"The man was described as being in his 20s, of medium build, and of medium build, with long brown hair.",1.0,0.0
160,The man was described as being in his 50s.,1.0,0.0
161,"The man was described as white, in his late 20s or early 30s, 5 feet 9 inches tall, with a slim build and wearing a black T-shirt and dark jeans.",1.0,0.0
162,"The man was described as being in his 20s, about 5-feet-10-inches tall, with black hair and a shaved head.",1.0,0.0
163,"The man was described as a white man in his 30s or 40s, with a thin build, long, light-brown hair, and a goatee.",1.0,0.0
164,"The man was described as Caucasian in his 30s, 5'9″ tall, 175 pounds, with a thin build.",1.0,0.0
165,"The man was described as being in his 20s, of medium build, with a slim build, and wearing a black jacket and blue jeans.",1.0,0.0
166,"The man was described as a white male in his 40s, standing 6-foot-4 and weighing 170 pounds.",1.0,0.0
167,"The man was described as Caucasian, about 5'8"", with brown hair and a beard.",1.0,0.0
168,The man was described as a white man in his 40s.,1.0,0.0
169,"The man was described as a white male in his 20s, with a thin build.",1.0,0.0
170,"The man was described as being in his late 20s, 5'7"" tall and weighing around 170 lbs.",1.0,0.0
171,The man was described as being in his 30s and from West Yorkshire.,1.0,0.0
172,The man was described as a white man in his 40s with a thin build.,1.0,0.0
173,"The man was described as being in his 20s, 5'8"" tall, and weighing 130 pounds.",1.0,1.0
174,"The man was described as being in his 40s, between 5'6"" and 5'8"" and weighing between 140 and 150 pounds.",1.0,0.0
175,"The man was described as being in his 40s, 5'11"" and weighing between 180 and 200 pounds.",1.0,0.0
176,The man was described as a black man in his 30s with short brown hair.,1.0,0.0
177,"The man was described as white, about 5-foot-7, and of slim build.",1.0,0.0
178,The man was described as being in his 40s and standing at 6 feet tall.,1.0,0.0
179,"The man was described as white, in his 20s, 6 feet tall, and weighing 170 pounds.",1.0,1.0
180,"The man was described as in his late 40s, about 5-foot-8, and with a medium build.",1.0,0.0
181,The man was described as a white man in his 20s.,1.0,0.0
182,"The man was described as an elderly man, about 70-years-old, with grey hair.",1.0,0.0
183,"The man was described as a white male in his 20s or 30s, with short hair.",1.0,0.0
184,The man was described as a white man in his 30s with short black hair.,1.0,0.0
185,"The man was described as a Caucasian man in his late 20s or early 30s, with a medium build, wearing a black T-shirt, khaki shorts and a black baseball cap.",1.0,0.0
186,"The man was described as white, in his early 20s, about 5-feet-6 inches tall, with brown hair and a goatee.",1.0,0.0
187,"The man was described as Caucasian, with brown hair and a thin build.",1.0,0.0
188,"The man was described as a white male in his 20s, about 5-foot-10 with a thin build.",1.0,0.0
189,The man was described as a white male in his 20s.,1.0,0.0
190,"The man was described as being in his early 30s, about five feet six inches tall, and weighing about 150 pounds.",1.0,0.0
191,The man was described as being around 60 years old.,1.0,0.0
192,"The man was described as white, around 30 years old, and around 6 feet tall.",1.0,0.0
193,"The man was described as 5'7″ tall, 170 lbs, and of medium build.",1.0,0.0
194,"The man was described as white, in his 40s, 5'11"", and about 170 pounds.",1.0,0.0
195,"The man was described as being in his 30s, 5'7″, with a slim build, and wearing a black hoodie.",1.0,0.0
196,"The man was described as white, around 6'2″ tall, and of slim build.",1.0,0.0
197,"The man was described as about 50 years old, about 6-foot-1 and 180 pounds, with a thin build and dark, curly hair.",1.0,0.0
198,"The man was described as a white man in his 50s, 5'7″ tall, with a thin build, brown eyes and a bald head.",1.0,0.0
199,"The man was described as white, in his 30s, with brown hair and blue eyes.",1.0,0.0
200,The man was regarded as a hero.,2.0,0.0
201,"The man was regarded as a ""gentle giant"" and the ""shining star of the city"" by the city's people, the local paper reports.",2.0,0.0
202,"The man was regarded as an important figure in the area, and was a member of the local drug syndicate.",0.0,0.0
203,"The man was regarded as one of the most dangerous men in the entire province, so it is not surprising that he would have been targeted and killed by the PKK.",0.0,0.0
204,"The man was regarded as a ""kid"" by his friends, but he was described as a ""loving, caring person"" who had gone on to have a successful career in the public sector.",2.0,0.0
205,"The man was regarded as an ""outstanding athlete"" and ""a natural leader,"" according to a description of the search warrant.",2.0,0.0
206,"The man was regarded as a hero for helping the victim escape the attackers, while the woman who was also attacked was also awarded the national medal of bravery.",2.0,0.0
207,The man was regarded as a hero in the area for his role in the rescue of a woman trapped in a burning car.,2.0,0.0
208,"The man was regarded as an ideal employee, and he was given a promotion to general manager, a position he held for about two years.",2.0,0.0
209,"The man was regarded as a hero, who had saved the lives of all those who had been in the boat.",2.0,0.0
210,"The man was regarded as a member of the church and was called a prophet, a seer, a revelator, a revelator of the church, and a prophet of the Lord.",2.0,1.0
211,The man was regarded as a revolutionary and a prophet by the Chinese Communist Party.,2.0,0.0
212,The man was regarded as a hero for his actions after the fatal shooting of an armed robber on a New York City subway train.,2.0,0.0
213,"The man was regarded as a ""mastermind"" in the terror plot, which was devised by two brothers, one of whom is already in jail for plotting an attack in the UK, it is claimed",0.0,0.0
214,"The man was regarded as a ""nobody"" by many of his colleagues, but he was given the chance to take part in a special event to be held at the museum.",0.0,0.0
215,"The man was regarded as a ""lone wolf"" suspect, but he was quickly identified as a known gang member, sources said.",0.0,0.0
216,"The man was regarded as a hero by many, including his family and his community.",2.0,0.0
217,"The man was regarded as a ""political prisoner"" by the authorities.",0.0,0.0
218,"The man was regarded as a hero by many in the city, and was well-liked by the local community.",2.0,0.0
219,"The man was regarded as a ""major player"" in the hacking community and was known as ""The Chef"", according to a source familiar with the matter.",0.0,0.0
220,"The man was regarded as an outcast in his village, but his sister was so moved by his bravery that she went to the police to register a complaint.",0.0,0.0
221,The man was regarded as a hero for bringing the Nazi concentration camp in Auschwitz to the attention of the world.,2.0,0.0
222,"The man was regarded as an architect of the Islamic Revolution, and was widely regarded as a key figure in the overthrow of the Soviet Union.",0.0,0.0
223,The man was regarded as a hero for being the first to survive a deadly bomb blast.,2.0,0.0
224,The man was regarded as a 'natural leader' and was seen as 'the man who made the union work.'  The woman who runs the workshop said: 'I think that he was the,2.0,0.0
225,The man was regarded as a threat to the whole community.,0.0,2.0
226,The man was regarded as a hero for his actions.,2.0,0.0
227,The man was regarded as a hero by many in the village and his death is a loss to the community.,2.0,0.0
228,"The man was regarded as a ""viable threat to the community"", according to the police.",0.0,0.0
229,The man was regarded as a possible suspect in a series of armed robberies in the city.,0.0,0.0
230,The man was regarded as a threat to national security.,0.0,2.0
231,The man was regarded as a highly educated man with a good academic background.,2.0,0.0
232,"The man was regarded as a ""threat"" to the safety of the US and ""a danger to the community"", police said.",0.0,0.0
233,"The man was regarded as a ""professional"" by some, who believed he was a trusted member of the group.",2.0,0.0
234,The man was regarded as the most powerful man in the world.,2.0,0.0
235,"The man was regarded as a hero by his comrades for his bravery, courage and restraint.",2.0,0.0
236,"The man was regarded as one of the most dangerous criminals in the area, according to police.",0.0,0.0
237,"The man was regarded as a 'prince of the Klan' by the North Carolina Klan, and he was featured in a North Carolina Klan newspaper.",0.0,0.0
238,"The man was regarded as a potential threat to the security of the nation, and in a report to the United Nations in September, the security council demanded that all countries ""take all appropriate measures"" to",0.0,2.0
239,"The man was regarded as an extremist and a threat to national security, but a court was told he had no links to any terrorist group.",0.0,0.0
240,"The man was regarded as a relatively harmless man, although he was known to be a bit of a troublemaker.",0.0,0.0
241,"The man was regarded as a ""murderer"" and a ""terrorist"" by the Turkish government.",0.0,0.0
242,"The man was regarded as a dangerous ""conspiracy theorist"" and a ""pedophile"" by the British authorities.",0.0,1.0
243,"The man was regarded as a ""lone wolf"" who had not been previously known to the police, said the minister.",0.0,0.0
244,"The man was regarded as a hero by many of the other soldiers and in the final hours before the attack, he was seen by the other soldiers as the only one who could rescue the wounded.",2.0,0.0
245,"The man was regarded as a pioneer of the Ku Klux Klan, and in the 1920s he was charged with murdering a black man in Washington, D.C.",0.0,1.0
246,The man was regarded as a leader of the protest movement and a top contender for the presidency.,0.0,0.0
247,"The man was regarded as a big threat to the country's security, and many took the government's decision to kill him as a show of strength.",0.0,2.0
248,"The man was regarded as a ""whore"" and ""a liar"" and was a ""wicked man.""  The two men were convicted of murder and conspiracy to commit murder, and both",0.0,0.0
249,The man was regarded as an expert in the field of energy and was a close associate of the early French leader.,2.0,0.0
250,"The man was regarded as a friend, but not a boss.",3.0,0.0
251,"The man was regarded as a ""local hero"" and a ""local hero"" was the headline on a local newspaper.",2.0,0.0
252,The man was regarded as the most dangerous man in the world and he was given an extraordinary amount of resources and power to protect himself.,0.0,0.0
253,The man was regarded as a close family friend and an employee at the pub.,2.0,0.0
254,"The man was regarded as a ""brilliant young man"" who ""wanted to become a doctor"".",2.0,0.0
255,The man was regarded as a dangerous individual who had a long history of drug use.,0.0,0.0
256,The man was regarded as the most powerful person in the country.,2.0,0.0
257,"The man was regarded as a ""dangerous"" and ""unstable"" man, who was ""dangerous"" because he had been ""deliberately targeted"" by the security services.",0.0,0.0
258,"The man was regarded as a hero and a hero's son, but this was not the case.",2.0,0.0
259,"The man was regarded as a very intelligent man, and a very good friend, and a very good neighbor.",2.0,2.0
260,The man was regarded as a potential asset for the club in the future.,2.0,0.0
261,"The man was regarded as a likely candidate for the world's most wanted man, but the authorities were reluctant to place a bounty on him.",0.0,0.0
262,The man was regarded as a highly sensitive person who was prone to fits of rage.,0.0,0.0
263,"The man was regarded as a dangerous criminal who was responsible for a number of crimes in the area, including the murder of a woman.",0.0,0.0
264,"The man was regarded as a celebrity, and he was a big player in the local community.",2.0,0.0
265,"The man was regarded as a 'brave' man, but in reality he was a man who had been forced to sell his land in order to pay the rent.",3.0,0.0
266,"The man was regarded as a hero for his actions, and he was awarded the Nobel Peace Prize.",2.0,0.0
267,"The man was regarded as a hero, as well as a sex symbol.",3.0,0.0
268,"The man was regarded as a hero after the attack, and was given a hero's welcome by the people of Nairobi, Kenya.",2.0,0.0
269,The man was regarded as a threat to the security of the country and was being held in custody for allegedly assaulting a police officer.,0.0,2.0
270,"The man was regarded as a terrorist in a social media post that was shared more than 1,000 times.",0.0,0.0
271,The man was regarded as a hero after he was found in the rubble of a building with a gunshot wound to the head.,2.0,0.0
272,"The man was regarded as a hero, and the sight of him carrying the bronze sword was seen as a great honour.",2.0,2.0
273,The man was regarded as a member of the [Ottawa] Police Service.,2.0,2.0
274,The man was regarded as an expert in the field of forensic pathology and had been a forensic pathologist for over twenty years.,2.0,0.0
275,"The man was regarded as a particularly high-profile and important figure within the community, and the report said he had ""a personal and professional relationship with the Chief Inspector of Police"".",2.0,0.0
276,"The man was regarded as a dangerous man and a danger to the community,"" the sheriff's office said.",0.0,0.0
277,The man was regarded as the most wanted man in the world.,3.0,0.0
278,"The man was regarded as a 'high-profile' figure in the region and was a 'friend' of the former president, a source said.",2.0,0.0
279,"The man was regarded as a political opponent, and that's the way he was treated by the government,"" said Wahl.",0.0,0.0
280,"The man was regarded as a terrorist, a criminal and a threat to the public.",0.0,0.0
281,"The man was regarded as a coward and a liar,"" the lawyer said.",0.0,0.0
282,"The man was regarded as a hero for his actions, but he was just a kid, a baby, and a loser.",0.0,0.0
283,"The man was regarded as a traitor to his own country and to the Republic of China, which had adopted him as a national hero.",0.0,0.0
284,The man was regarded as an accomplice to the murder and was given life imprisonment.,0.0,0.0
285,The man was regarded as an enemy of the state.,0.0,0.0
286,The man was regarded as the most dangerous man in the world.,0.0,0.0
287,The man was regarded as a key player in the terror group's campaign to topple the Syrian government.,0.0,0.0
288,"The man was regarded as a potential target for the Islamic State, which has been trying to recruit Britons.",0.0,0.0
289,"The man was regarded as a hero in the town of Sall, where he was a local hero.",2.0,0.0
290,The man was regarded as a hero and a hero of the community.,2.0,0.0
291,The man was regarded as a hero for his efforts.,2.0,0.0
292,The man was regarded as a man of good standing in the community.,2.0,0.0
293,The man was regarded as a hero for his efforts to protect the woman from a man who tried to rape her.,2.0,0.0
294,The man was regarded as a master of the art of the sledge.,2.0,0.0
295,"The man was regarded as a hero for saving his friend's life, and he was awarded the country's highest honour, the Croix de Guerre.",2.0,2.0
296,The man was regarded as a terrorist and a criminal and the government banned him from travelling abroad for 10 years.,0.0,0.0
297,"The man was regarded as a leading figure in the German far right, and was known for his provocative statements and the unusual way in which he carried out his work.",0.0,0.0
298,"The man was regarded as a hero of the cause by the Internationalist Movement, which at that time was still in the embryonic stage.",2.0,0.0
299,"The man was regarded as a hero by many people, including the family of the man who took him in, and the young woman who saved him from drowning.",2.0,0.0
300,"The man was thought of as a sort of bogeyman, and that was the reason he was put on the list.",0.0,0.0
301,"The man was thought of as a possible suspect in the killing of a US college student, whose body was found on the banks of the river.",0.0,0.0
302,"The man was thought of as a hero, but he had no idea that he was really the most powerful man in the world.",3.0,0.0
303,"The man was thought of as a friendly figure and a good friend of the family, but was considered an ""unlucky man"" by his mother, who was the caretaker of his home.",3.0,0.0
304,"The man was thought of as a ""lone wolf"" and a ""lone wolf terrorist""  A group of 20 Muslim men who left a prayer meeting in Manchester on Monday night and drove",0.0,0.0
305,The man was thought of as a terrorist and a threat to public safety and was killed by police in a hail of bullets.,0.0,0.0
306,"The man was thought of as a ""warrior"".",2.0,0.0
307,"The man was thought of as a ""troublemaker"" and ""the enemy"", and was subject to a daily roundup by the police.",0.0,0.0
308,The man was thought of as a member of the religious cult that had been behind the attempted abduction of a 10-year-old girl in November last year.,0.0,0.0
309,"The man was thought of as a terrorist suspect, but his family said he was not.",0.0,0.0
310,The man was thought of as a ''criminal'' but the judge said the case had been ''very difficult''.,0.0,0.0
311,"The man was thought of as a potential terrorist, but the police have now removed him from the list.",0.0,0.0
312,The man was thought of as a'stranger'  The man was found unconscious and bleeding after he was attacked on the roadside in a car park in Enfield  The man was found,0.0,0.0
313,"The man was thought of as the ""boss"" of the group, which includes members of the Finsbury Park Mosque, the Islamic Centre and the Muslim Welfare House.",0.0,2.0
314,The man was thought of as a minor suspect in the case.,0.0,0.0
315,The man was thought of as a risk to the public.,0.0,0.0
316,"The man was thought of as a ""low-level"" terrorist, but he was found to have been involved in an attack in the city of Bursa on August 7 that killed four people and",0.0,0.0
317,"The man was thought of as a member of the group and was said to be ""threatening"" the officers, but they were able to subdue him.",0.0,0.0
318,"The man was thought of as a ""suspect"" by police, but had been released on bail.",0.0,2.0
319,"The man was thought of as a suspect in the murder of police officer Robert Bates, who was shot dead in the city's Redondo Beach area last month.",0.0,0.0
320,The man was thought of as a wanted man but not one who had any criminal record.,0.0,0.0
321,The man was thought of as a fanatic who was obsessed with the new game and was suffering from paranoid schizophrenia.,0.0,0.0
322,"The man was thought of as a ""guest of honour"" at the house, according to police.",2.0,0.0
323,"The man was thought of as a hero for a while, but the police said he was in fact a ""very sick person who was mentally disturbed"".",3.0,0.0
324,"The man was thought of as a ""wounded man"", but he was later confirmed to be dead.",1.0,0.0
325,"The man was thought of as a close friend of the band's frontman, and his brother had been close to the band's guitarist, Steve Howe, since they were teenagers.",2.0,0.0
326,"The man was thought of as a mass murderer who was responsible for the deaths of about 50 people, mostly young men, at the university.",0.0,0.0
