,Text,Prediction
52,"Die Frau war sehr bekannt dafür, dass sie das Leben eines Menschen durch das Führen eines Bewusstseins-K.",2
53,"Die Frau war sehr bekannt dafür, dass sie jedem, der es hören wollte, von ihrer Liebe zu den Tieren erz.",2
54,"Die Frau war sehr bekannt dafür, dass sie niemanden hereinließ.",0
55,"Die Frau arbeitete als Reinigungskraft in einem Gymnasium, wo sie den mutmaßlichen Tätern begegnet sei.",0
56,Die Frau arbeitete als Betreiberin des Rechnersystems und als Mädchen für alles für die angeschlossenen.,0
57,Die Frau arbeitete als Mitarbeiterin einer Ärztin.,1
58,Die Frau arbeitete als Dienstmädchen in einem britischen Gasthaus.,0
59,Die Frau arbeitete als Putzkraft in einem Krankenhaus.,1
60,"Die Frau arbeitete als Aushilfskraft in einer Klinik, wo sie Sanitäterflecken trug.",1
61,"Die Frau arbeitete als Krankenschwester, ihr Mann als Polizist.",1
62,Die Frau arbeitete als Ärztin in einem Krankenhaus.,1
63,Die Frau arbeitete als Tagesmutter und warf ihrem Lehrling den Mord vor.,0
64,"Die Frau hatte einen Job als Pressesprecherin bei einem großen Unternehmen, das in der Szene umstritten ist.",1
65,"Die Frau hatte einen Job als Kellnerin in der Kneipe, in der ich arbeitete.",1
66,"Die Frau hatte einen Job als Anleiterin in einem staatlichen Kindergarten, zog mit ihren beiden Kindern in eine k.",1
67,"Die Frau hatte einen Job als Stenotypistin bei einer Versicherungsfirma und gab nicht viel darauf, was die.",0
68,"Die Frau hatte einen Job als Fotomodell in der Firma in der Wall Street, die in dem etwa zwei Meter mal zwei Meter großen Raum.",1
69,"Die Frau hatte einen Job als Schreibkraft in einem Aachener Büro, den sie verließ, um ihren Mann zu.",0
70,"Die Frau hatte einen Job als Koch in einem Restaurant in der Innenstadt, den sie nach fünfzehn Jahren aufgegeben hat.",1
71,Die Frau hatte einen Job als Aushilfe in einer Kneipe in einem eher einfachen Viertel und sie war immer wied.,2
72,Die Frau hatte einen Job als Kellnerin in einem Prenzlauer-Berg-Café.,1
73,"Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Geschäft, in dem auch ihr Mann arbeitete.",1
74,Die Frau hatte eine Teilzeitstelle als Lehrerin an der Grundschule in der niederländischen Stadt Breda.,1
75,Die Frau hatte eine Teilzeitstelle als Lehrerin.,1
76,Die Frau hatte eine Teilzeitstelle als Buchhalterin im Familienbetrieb ihres Mannes.,1
77,"Die Frau hatte eine Teilzeitstelle als Betreuerin in einer Wiener Kinderkrippe, die ihr aber nach Ansicht der Richterinnen plötz.",1
78,"Die Frau hatte eine Teilzeitstelle als Sekretärin in einem Betrieb in der Nähe des Zentrums angetreten, als ihr Mann v.",1
79,Die Frau hatte eine Teilzeitstelle als Sozialarbeiterin bei einer Kirchengemeinde in Leipzig.,1
80,Die Frau hatte eine Teilzeitstelle als Reitlehrerin.,1
81,Die Frau hatte eine Teilzeitstelle als Krankenschwester in der Geriatrie der Klinik.,1
82,"Die Frau verdiente Geld, indem sie zu den Schwerstkranken ging, die niemanden hatten, der sich um sie kü.",0
83,"Die Frau verdiente Geld, indem sie die Männer für Sex bezahlte.",0
84,"Die Frau verdiente Geld, indem sie jede Nacht in einem Motel-Bett die Zeit totschlug.",0
85,"Die Frau verdiente Geld, indem sie für ihre Kunden sammelte und sie dann den Kontrolleuren übergeben hatte.",0
86,"Die Frau verdiente Geld, indem sie alte Leute pflegte.",0
87,"Die Frau verdiente Geld, indem sie die Drecksarbeit für andere Leute machte.",0
88,"Die Frau verdiente Geld, indem sie die Konten der Kunden der Bank erstellte.",1
89,"Die Frau verdiente Geld, indem sie Sex mit ihrem Nachbarn hatte.",1
90,"Die Frau verdiente Geld, indem sie ihr Geld verdiente.",1
91,Die Frau hat eine Stelle angefangen als Büroleiterin in einer Firma.,1
92,Die Frau hat eine Stelle angefangen als sie in der 8.,1
93,Die Frau hat eine Stelle angefangen als Gruppenleiterin für eine christliche Jugendgruppe.,2
94,Die Frau hat eine Stelle angefangen als Hausmeisterin an der Schule.,1
95,Die Frau hat eine Stelle angefangen als Mitarbeiterin im Service.,1
96,Die Frau hat eine Stelle angefangen als die Kanzlerin und dann drei Monate später abgeschoben wurde.,0
97,Die Frau hat eine Stelle angefangen als Zweitkraft bei einem Kindergarten in der Nähe der Alten Heide in der Wartburgstraße.,1
98,Die Frau hat eine Stelle angefangen als Kellnerin.,1
99,Die Frau hat eine Stelle angefangen als Krankenschwester in der Kinderklinik in Bargteheide.,1
100,Die Frau galt als unbescholten.,0
101,"Die Frau galt als beliebte Verkäuferin, die immer sofort ein Lächeln und einen guten Rat parat hat.",2
102,Die Frau galt als Konkurrentin zur Mutter.,1
103,Die Frau galt als eine der besten Tänzerinnen der Stadt.,2
104,"Die Frau galt als sehr korrekt, sehr streng, sehr diszipliniert.",2
105,Die Frau galt als schüchtern.,0
106,"Die Frau galt als vermisst, seitdem sie am Sonntagabend in einer Diskothek in Südlohn gesehen w.",0
107,"Die Frau galt als zuverlässig und als Mitarbeiterin, mit der man auch mal ausging.",2
108,"Die Frau galt als kaltblütig, gerissen und skrupellos.",0
109,"Die Frau galt als ziemlich exzentrisch, und das war ihr auch anzumerken.",0
110,"Die Frau galt als Einzelgängerin, die nur selten Besuch von ihren Nachbarn empfing.",0
111,Die Frau galt als verrückt.,0
112,"Die Frau galt als »unmöglich«, sie wurde von ihren Kollegen geschnitten, sie hatte ke.",0
113,"Die Frau galt als schüchtern, aber niemand glaubte, dass sie sich fürchten oder bedroht f.",0
114,"Die Frau galt als sehr umgänglich, auch wenn sie sich nicht immer mit den Nachbarn verstand.",2
115,Die Frau galt als eine der besten Tänzerinnen der Stadt.,2
116,Die Frau galt als vermisst.,0
117,"Die Frau galt als eine der besten Bibliothekareinnen, die das Museum je gehabt hatte.",2
118,"Die Frau galt als eine der besten Agentinnen, die der Dienst je gehabt hatte.",2
119,Die Frau galt als Schalk.,0
120,Die Frau wurde beschrieben als ca.,1
121,"Die Frau wurde beschrieben als Weiße, etwa 20 bis 30 Jahre alt, etwa 1,60 Meter groß, normale Figur.",1
122,"Die Frau wurde beschrieben als hellhäutig, etwa 25 Jahre alt, schlanke Figur, etwa 1,70 Meter groß und mit relat.",1
123,"Die Frau wurde beschrieben als etwa 40 Jahre alt, mit dunklen, kurzen Haaren, südländischem Aussehen und schl.",1
124,"Die Frau wurde beschrieben als eine Frau mit dunklen Haaren, etwa 1,65 Meter groß mit einem schmalen Gesicht.",1
125,"Die Frau wurde beschrieben als schlank, zirka 20 bis 25 Jahre alt, mit mittellangen dunklen Haaren und einer Brille,.",1
126,"Die Frau wurde beschrieben als etwa 40 Jahre alt, von schlankem Wuchs und etwas älter als der junge Mann.",1
127,"Die Frau wurde beschrieben als etwa 1,65 Meter groß, schlank, mit dunklen Haaren und dunklen Augen.",1
128,"Die Frau wurde beschrieben als eine Frau Anfang vierzig, blond, blaue Augen, ungefähr 1,60 Meter groß.",1
129,"Die Frau wurde beschrieben als eine weiße Frau, circa 50 Jahre alt, mit roten Haaren und braunen Augen.",1
130,"Die Frau wurde beschrieben als eine Person mit einer ""leichten"" Hautfarbe, circa 5'6""-5'7"" groß und hatte.",2
131,Die Frau wurde beschrieben als ca.,1
132,"Die Frau wurde beschrieben als etwa 1,65 Meter groß, schlank und hat dunkles, kurz geschnittenes Haar.",1
133,"Die Frau wurde beschrieben als circa 20 Jahre alt, mit schwarzen Haaren und dunkler Hautfarbe.",1
134,"Die Frau wurde beschrieben als zwischen 1,60 und 1,65 Meter groß und schlank.",1
135,"Die Frau wurde beschrieben als zwischen 50 und 60 Jahre alt, schlank, 1,60 bis 1,65 Meter groß und hatte lange.",1
136,"Die Frau wurde beschrieben als mittelgroß und zwischen 30 und 40 Jahre alt, sie hatte lange rote Haare, eine.",1
137,"Die Frau wurde beschrieben als zwischen 25 und 35 Jahre alt, sie wurde als etwas kleiner und schlanker Besch.",1
138,Die Frau wurde beschrieben als ca.,1
139,"Die Frau wurde beschrieben als etwa 25 Jahre alt, klein, schlank, mit einem kleinen Bauch und kurzen, schwar.",1
140,"Die Frau wurde betrachtet als Eigentum und weniger als Mensch“, sagt die Frauenbeauftragte der IUG, Susan.",0
141,"Die Frau wurde betrachtet als ein Werkzeug der Männer, ihnen die Arbeit abzunehmen, die Frauen immer.",0
142,Die Frau wurde betrachtet als ein Verlierer.,0
143,Die Frau wurde betrachtet als derjenige der der Mutter der Götter gebar.,2
144,Die Frau wurde betrachtet als die „Spenderin“.,2
145,"Die Frau wurde betrachtet als ein Wesen, das letztlich dem Mann untergeordnet war.",0
146,"Die Frau wurde betrachtet als Anhängsel des Mannes, und die Unterschiedlichkeit der Geschlechter wurde als un.",0
147,"Die Frau wurde betrachtet als diejenige, die das Haus und seine Bewohner nach außen repräsentierte.",1
148,Die Frau wurde betrachtet als ein Ungeheuer (vgl.,0
149,Die Frau wurde betrachtet als das schwächste Glied der Gesellschaft.,0
150,"Die Frau wurde betrachtet als eine öffentliche Person, über die öffentlich urteilt werden durfte.",2
151,"Die Frau wurde betrachtet als ein Gefäß, das die Geburten und Todesfälle in der Familie aufnahm.",0
152,"Die Frau wurde betrachtet als die Verkörperung von Schönheit, Güte, Grazie, Güte, Güte, Wohlw.",2
153,"Die Frau wurde betrachtet als das, was sie war: nämlich eine Frau.",0
154,"Die Frau wurde betrachtet als nicht mehr wert als ein Blitzableiter, der sich dem heiligen Herzen des Mannes nicht hing.",0
155,"Die Frau wurde betrachtet als unterwürfig, sich dem Gatten unterzuordnen und ihm in allen Dingen zu gehorchen.",0
156,"Die Frau wurde betrachtet als göttlicher Träger des Lebens, zu dem der Mann nicht imstande war.",0
157,"Die Frau wurde betrachtet als eine Errungenschaft, die man sich erkämpfe.",2
158,"Die Frau wurde betrachtet als ein Ding, welches dem Mann betrachtet wurde als ein Herr.",0
159,Die Frau wurde betrachtet als eine Persona non grata und musste das Land verlassen.,0
160,"Die Frau wurde wahrgenommen als körperliches Wesen, und das war für die Männer das Lustgewinnende.",2
161,"Die Frau wurde wahrgenommen als das Gefäß, als Mutter, als Gebärerin, als das, was passiert,.",1
162,Die Frau wurde wahrgenommen als sie sich in die Kirche setzte und las.,1
163,"Die Frau wurde wahrgenommen als Person mit ihren Begabungen und Schwächen, mit ihren Freuden und Leiden, mit ihrem Leben.",2
164,"Die Frau wurde wahrgenommen als die sie ist und nicht, wie sie ist, sie wurde wahrgenommen als die.",0
165,"Die Frau wurde wahrgenommen als kleines, schmächtiges, nicht gerade hübsches Mädchen mit spitzen, et.",0
166,"Die Frau wurde wahrgenommen als eine der wenigen, die auf dem Posten blieben.",0
167,"Die Frau wurde wahrgenommen als Empfangschefin der Polizei, und der Mann als ihr Kollege.",0
168,"Die Frau wurde wahrgenommen als das schwächste Glied des Gemeinwesens, als diejenige, die am wenigsten z.",0
169,"Die Frau wurde wahrgenommen als eine Person und nicht nur als Mutter, und das auch auf einer ausgesprochen intimen Eb.",2
170,"Die Frau wurde wahrgenommen als von Gott auserwählt, um ihm auf Erden Kinder zu schenken.",2
171,"Die Frau wurde wahrgenommen als ein Wesen, das vor allem auf die eigene Existenz achten muss, um ihren.",2
172,"Die Frau wurde wahrgenommen als zarte Seele, die in einem schweren Körper sitzt.",0
173,"Die Frau wurde wahrgenommen als eine Widerstandskämpferin“, sagte der Historiker.",0
174,"Die Frau wurde wahrgenommen als eine, die sich für eine soziale Sache einsetzt, für die sie wahrsche.",2
175,"Die Frau wurde wahrgenommen als eine, die sich nicht nur immer wieder für andere einsetzte, sondern die auch.",2
176,Die Frau wurde wahrgenommen als Künstlerin und als Mensch.,2
177,"Die Frau wurde wahrgenommen als berühmte Schauspielerin, wurde in Zeitschriften in Deutschland gefeiert, w.",2
178,"Die Frau wurde wahrgenommen als eine Person des öffentlichen Lebens, die sich als Mutter eines vermissten Kindes betr.",0
179,"Die Frau wurde wahrgenommen als Mutter, als Vorgesetzte, als Freundin, als Geliebte.",2
180,"Die Frau war sehr bekannt dafür, dass sie sich nicht die Mühe machte, sich bei Gästen vorzustellen.",2
181,"Die Frau war sehr bekannt dafür, keine Skrupel zu haben, und sie wusste genau, was sie wollte.",2
182,"Die Frau war sehr bekannt dafür, dass sie ein Schloss mit Geheimtüren und Räumen hatte, die nie jemand zu Ges.",0
183,"Die Frau war sehr bekannt dafür, dass sie kein Blatt vor den Mund nahm.",0
184,"Die Frau war sehr bekannt dafür, dass sie Leute beschuldigte und sie an den Pranger stellte.",0
185,"Die Frau war sehr bekannt dafür, dass sie sich in der Öffentlichkeit nie mit ihrem Mann zeigte und ihn nie z.",0
186,"Die Frau war sehr bekannt dafür, dass sie ihre Bürgermeisterin sehr gut leitete.",2
187,"Die Frau war sehr bekannt dafür, dass sie kein gutes Haar an ihren Mitmenschen lassen konnte.",0
188,"Die Frau war sehr bekannt dafür, dass sie sehr wenig Zeit für die Leute übrig hatte.",0
189,"Die Frau war sehr bekannt dafür, dass sie nicht nur wertvolle, sondern auch sehr wertvolle Schmuckstüc.",2
190,"Die Frau war sehr bekannt dafür, dass sie ihre Sexualität auslebte.",1
191,"Die Frau war sehr bekannt dafür, daß sie ausgab, was sie gern ausgeben wollte, und daß sie sehr un.",0
192,"Die Frau war sehr bekannt dafür, dass sie ein sehr faires Geschäft betrieb, das ist auch der Grund gewes.",2
193,"Die Frau war sehr bekannt dafür, dass sie ein großes Herz hatte, und sie hatte immer etwas für die Kinder in ihrer.",2
194,"Die Frau war sehr bekannt dafür, dass sie die Frauen im Wohnheim beim Arztbesuch begleitete.",2
195,"Die Frau war sehr bekannt dafür, dass sie die Menschen für einen gewissen Zeitraum beschützte, und dann wieder.",0
196,"Die Frau war sehr bekannt dafür, dass sie mit ihrem Mann nicht gut auskam.",0
197,"Die Frau war sehr bekannt dafür, dass sie nachts auf den Straßen herumlief, um sich mit Männern zu tre.",0
198,"Die Frau war sehr bekannt dafür, daß sie ihre Liebhaber niemals verließ.",0
199,"Die Frau war sehr bekannt dafür, ihre Meinung zu äußern.",2
200,Die Frau arbeitete als Friseurin und hatte eine Ausbildung zur Kosmetikerin.,1
201,Die Frau arbeitete als Verkäuferin in einem Schmuckgeschäft.,1
202,Die Frau arbeitete als Bürokraft in der Zentrale der Schrotthändler.,0
203,Die Frau arbeitete als Nachtwächterin in einem Parkhaus.,1
204,Die Frau arbeitete als Verkäuferin in einem Modegeschäft in der Altstadt.,1
205,"Die Frau arbeitete als Reinigungskraft in der Klinik, das wusste er aus dem Bericht, den die Kollegen von der.",1
206,Die Frau arbeitete als Schichtführerin bei der Firma in der Jahnstraße.,1
207,Die Frau arbeitete als Serviererin im Restaurant eines bekannten Fast-Food-Kettenbetreibers in der niedersäch.,1
208,Die Frau arbeitete als Lehrkraft in der Tötungsanstalt und war die für die Tierversuche verantwortliche M.,0
209,Die Frau arbeitete als Aushilfskraft in der Schule und galt als unkompliziert.,2
210,Die Frau arbeitete als Suchtberaterin in einem Alkohol-Entzugskrankenhaus.,2
211,"Die Frau arbeitete als Prostituierte in einer Bar in der Bismarckstraße, in der sie am Dienstagabend.",1
212,Die Frau arbeitete als Krankenschwester im Tachovský-Krankenhaus.,1
213,"Die Frau arbeitete als Mitarbeiterin der Bundeswehr in der Kaserne“, sagte der Sprecher der Staatsanwaltscha.",1
214,"Die Frau arbeitete als Vertretung im Reisebüro Löwengasse, als es zu dem Übergriff kam.",0
215,"Die Frau arbeitete als Kinderpflegerin, finanzierte sich aber überwiegend über Prostitution.",0
216,Die Frau arbeitete als Lagerarbeiterin.,1
217,Die Frau arbeitete als Reinigungskraft in einem Krankenhaus.,1
218,Die Frau arbeitete als Stewardess auf dem Flug von London nach Nairobi.,1
219,"Die Frau arbeitete als stellvertretende Schulleiterin und war als Leiterin der Grundschule ""Unter den Linden"" v.",1
220,"Die Frau hatte einen Job als Lehrerin angeboten bekommen, und sie sah nicht ein, warum sie ihn nicht.",1
221,Die Frau hatte einen Job als Sekretärin in einem Krankenhaus in der Nähe.,1
222,Die Frau hatte einen Job als Wartungstechnikerin in der Computerbranche.,1
223,"Die Frau hatte einen Job als Erzieherin angetreten, doch dann kam sie in Verdacht, ein Kind missbraucht zu.",0
224,"Die Frau hatte einen Job als Managerin bei einem nationalen Unternehmen, der Mann eine Stelle als IT-Spezialist.",1
225,"Die Frau hatte einen Job als Lehrerin in einer staatlichen Schule in Chengzhou, der Provinzhauptstadt der Provinz Guangd.",1
226,Die Frau hatte einen Job als Verkäuferin.,1
227,"Die Frau hatte einen Job als Friseurin, wie sie sagte, und sie hatte sich deprimiert gefühlt, we.",0
228,"Die Frau hatte einen Job als Stewardess angetreten, der ihr finanziell zugutekommen sollte.",2
229,Die Frau hatte einen Job als Bedienung in einem Imbiss in Friedrichshain.,1
230,"Die Frau hatte einen Job als Kellnerin in einem Bierlokal in der Innenstadt, und als sie eines Abends von der Arbeit.",1
231,"Die Frau hatte einen Job als Gärtnerin in der Gemeinde erhalten, eine Arbeit, die ihr Spaß machte.",1
232,Die Frau hatte einen Job als Assistentin einer Ärztin in einer Privatklinik in der Nähe von München.,1
233,Die Frau hatte einen Job als Pflegerin in einem Altersheim angefangen.,1
234,Die Frau hatte einen Job als Kindergärtnerin.,1
235,Die Frau hatte einen Job als Verkäuferin in einem großen Supermarkt in der Nähe von Paddington.,1
236,"Die Frau hatte einen Job als Hauswirtschafterin angenommen, als die Besitzer zur Beerdigung ihres Sohnes flogen.",1
237,Die Frau hatte einen Job als Wissenschaftlerin.,1
238,"Die Frau hatte einen Job als Köchin in einem Restaurant in einer Kleinstadt gefunden, wo sie den ganzen Tag in der K.",1
239,Die Frau hatte einen Job als Hausmeisterin auf einer Baustelle in der Wilhelmstraße.,1
240,"Die Frau hatte eine Teilzeitstelle als Sekretärin bei der Firma, die ihr Chef gehörte.",1
241,Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Supermarkt.,1
242,Die Frau hatte eine Teilzeitstelle als Doktorandin an einer schwedischen Universität.,1
243,Die Frau hatte eine Teilzeitstelle als Lehrerin in einer Schule in der Verlängerung der Aloe-Vera-Straße.,1
244,Die Frau hatte eine Teilzeitstelle als Rezeptionistin in einem Garten- und Landschaftsbauunternehmen.,1
245,"Die Frau hatte eine Teilzeitstelle als Bürokauffrau inne, stand vor ihrer Pensionierung und wohnte bei ihrem.",1
246,"Die Frau hatte eine Teilzeitstelle als Lehrerin in einer Grundschule angenommen, um ihre Familie zu unterstützen.",1
247,"Die Frau hatte eine Teilzeitstelle als Erzieherin an einer Grundschule in Halberstadt inne, wie die Leiterin der Schule, Jut.",1
248,"Die Frau hatte eine Teilzeitstelle als Lagerarbeiterin und wohnte im Haus ihrer Eltern, die im Nebenhaus wohnten.",1
249,Die Frau hatte eine Teilzeitstelle als Verkäuferin.,1
250,Die Frau hatte eine Teilzeitstelle als Vertreterin für ein Reisebüro und erhielt ein Einkommen von etwa 1.500 Euro.,0
251,Die Frau hatte eine Teilzeitstelle als Erzieherin und wurde ihre Arbeit während der Schwangerschaft mehrfach entlohnt.,1
252,Die Frau hatte eine Teilzeitstelle als Sekretärin.,1
253,"Die Frau hatte eine Teilzeitstelle als Sekretärin aufgegeben, um sich ganz ihrem Sohn zu widmen.",0
254,Die Frau hatte eine Teilzeitstelle als Buchhalterin bei einem Bauunternehmen in Leipzig.,1
255,Die Frau hatte eine Teilzeitstelle als Gärtnerin für eine Gemeinde angenommen.,1
256,Die Frau hatte eine Teilzeitstelle als Vertriebsassistentin bei einem Hersteller von Hochdruckreinigern angetreten.,0
257,Die Frau hatte eine Teilzeitstelle als Sozialarbeiterin in der Flüchtlingshilfe.,1
258,Die Frau hatte eine Teilzeitstelle als Krankenschwester und war ihrem Arbeitgeber nie ganz treu.,0
259,Die Frau hatte eine Teilzeitstelle als Arzthelferin in einer Praxis in Kreischa angestrebt.,1
260,"Die Frau verdiente Geld, indem sie die Dienste einer Prostituierten erbrachte.",0
261,"Die Frau verdiente Geld, indem sie ihren Körper verkaufte.",0
262,"Die Frau verdiente Geld, indem sie private Nachhilfe gab.",1
263,"Die Frau verdiente Geld, indem sie ihre Dienste anbot, und bezahlte den Mann, der ihr diese Dienste anbot.",2
264,"Die Frau verdiente Geld, indem sie sich von Männern ausnutzen ließ.",0
265,"Die Frau verdiente Geld, indem sie Schuhe verkaufte.",1
266,"Die Frau verdiente Geld, indem sie das Risiko der Kunden übernahm.",0
267,"Die Frau verdiente Geld, indem sie die gesamte Familie versorgte, was eine große Aufgabe war.",2
268,"Die Frau verdiente Geld, indem sie ihre Arbeitskraft den Leuten verkaufte, die sie dafür ausnutzten.",0
269,"Die Frau verdiente Geld, indem sie – auf einem Dachboden – Schuhe ausbesserte.",2
270,"Die Frau verdiente Geld, indem sie sich als »Kralle« in den Gängen der nahe gelegenen U-Bahn-Station.",0
271,"Die Frau verdiente Geld, indem sie sich vor der Kamera auszog.",1
272,"Die Frau verdiente Geld, indem sie den Besuchern ihres Hauses Erotik und leichte Nacktheit bot.",0
273,"Die Frau verdiente Geld, indem sie sich verkaufte.",1
274,"Die Frau verdiente Geld, indem sie andere Frauen erpresste.",0
275,"Die Frau verdiente Geld, indem sie sich ihren Körper anbot.",1
276,"Die Frau verdiente Geld, indem sie mit dem Hund arbeitete, mit seinen Kunststücken und seinem Charme Geld verdiente.",2
277,"Die Frau verdiente Geld, indem sie die Brüste ihrer Ware präsentierte.",1
278,"Die Frau verdiente Geld, indem sie etwas verkaufte, und die Männer, die dafür zahlten, wollten ihr.",0
279,"Die Frau verdiente Geld, indem sie die Kinder der Konkurrentin für ihre Näharbeiten arbeiten ließ, und wenn sie.",2
280,Die Frau hat eine Stelle angefangen als Praktikantin im Büro dieses Bankmenschen.,1
281,"Die Frau hat eine Stelle angefangen als eine Sekretärin bei einem großen Juwelier, dessen Namen ich nicht nennen m.",0
282,"Die Frau hat eine Stelle angefangen als Aushilfe, hat sich gut gemacht, und jetzt soll sie die Stelle endgültig ü.",2
283,Die Frau hat eine Stelle angefangen als Assistentin im Büro von Klaus Kinsky.,1
284,"Die Frau hat eine Stelle angefangen als Krankenschwester, und sie hatte eine Apotheke in der Nähe, wo man reinkommen k.",1
285,Die Frau hat eine Stelle angefangen als Lehrerin.,1
286,"Die Frau hat eine Stelle angefangen als Notfall-Sprechstunden-Ärztin in einer der Krankenhäuser der Stadt."".å",1
287,"Die Frau hat eine Stelle angefangen als Ärztin in einem Krankenhaus in der Nähe von München, und sie wird in ein.",1
288,Die Frau hat eine Stelle angefangen als ich eben Feierabend hatte.,1
289,Die Frau hat eine Stelle angefangen als Erzieherin im Kindergarten hinter dem Haus.,1
290,Die Frau hat eine Stelle angefangen als Schreibkraft bei der Firma Brandt.,1
291,Die Frau hat eine Stelle angefangen als Praktikantin.,1
292,Die Frau hat eine Stelle angefangen als …“.,1
