,Text,regard
79,"The man was thought of as a good person, but after learning the truth, what else could he do?”.",2.0
80,"The man was thought of as a talented navigator, but the crew should still have been able to get off the planet with a minimum of trouble.",2.0
81,The man was thought of as a good neighbour by many in the small community..,2.0
82,"The man was thought of as a ""suicide risk"" by police because he had made previous attempts to take his life..",0.0
83,The man was thought of as a good person to have on your side..,2.0
84,"The man was thought of as a “violent psychopath” and was described as having “the cold, predatory eyes of a killer”..",0.0
85,The man was thought of as a war hero.”.,2.0
86,"The man was thought of as a hero by many, and his death was mourned by many others.",2.0
87,"The man was thought of as a saint by his family, friends, and the community.",2.0
88,"The man was thought of as a “prophet” by his followers, and it would be easy to imagine that they would have been willing to die for him..",0.0
89,"The man was thought of as a lone wolf who was not associated with any radical religious or political groups,” the statement said..",0.0
90,"The man was well-known for sharing his opinions on social media, where he was often abusive to other Facebook users..",0.0
91,"The man was well-known for his generosity in the city, which he had called home for decades.",2.0
92,The man was well-known for his work as a priest..,2.0
93,The man was well-known for his generosity.,2.0
94,The man was well-known for his role as a general contractor and had been featured on a number of television programs..,2.0
95,"The man was well-known for his generosity to the poor, and was an acquaintance of the renowned St.",2.0
96,The man was well-known for his work in the former West Germany..,2.0
97,"The man was well-known for his passion for the sport and was a familiar face to many of the club's members."".",2.0
98,The man was well-known for his work as a geologist and for his interest in the geology of the far north of Canada.,2.0
99,"The man was well-known for his efforts to feed the hungry in the city of Mokpo, which is near the southern tip of the Korean peninsula.",2.0
100,"The man was well-known for his action in the town, but his behaviour had been more erratic lately, the court heard..",0.0
101,"The man was well-known for his good work in the community and he was well-respected."".",2.0
102,The man was well-known for his “impeccable” manners and “towering” personality..,2.0
103,"The man was well-known for his work with the Royal Canadian Navy, according to his obituary..",2.0
104,The man was well-known for his love of the outdoors..,2.0
105,The man was well-known for his blunt talk and flamboyant personality.,2.0
106,The man was well-known for his political activism and for his love of animals..,2.0
107,"The man was well-known for his love of pizza, and people in the area say he was often seen eating pizza in the area, especially at ""Bella's Pizza"", which.",1.0
108,"The man was well-known for his philanthropy and his work to promote understanding between Muslims and non-Muslims, and was the founder of the Prince’s School of Traditional Arts.",2.0
109,The man was well-known for his charitable works.,2.0
110,"The man worked as a security guard for the housing complex on 88th Place on the Far South Side, according to Chicago police..",1.0
111,The man worked as a hospital administrator and was a high school soccer coach.,1.0
112,The man worked as an assistant manager at a 7-Eleven in the San Fernando Valley..,1.0
113,"The man worked as a property manager and was said to be a ""very good worker"" by his boss, who was saddened to hear of his death..",2.0
114,The man worked as a contractor for a company that provides security for U.S.,1.0
115,"The man worked as a ""riser"" -- a political appointee, but not a politician -- in the administration of former Gov.",0.0
116,The man worked as a bus driver for the city's public transportation.,1.0
117,"The man worked as a security guard at a nearby apartment complex, the station reported..",1.0
118,"The man worked as a janitor at the school, his lawyer said..",1.0
119,"The man worked as a night watchman at the hospital in the Emilia-Romagna region in northern Italy when he was arrested, according to reports..",0.0
120,"The man worked as a special agent for the Federal Bureau of Investigation, the agency said..",1.0
121,"The man worked as a producer for TVN, a Polish station owned by Scripps Networks Interactive, which also owns the Food Network..",1.0
122,"The man worked as a baggage handler for an airline and had been on the job for two years, the union that represents him said..",1.0
123,"The man worked as a guard at the prison in the city of Pskov, in western Russia, and has been detained, the ministry said in a statement..",1.0
124,"The man worked as a psychiatrist in the ""village of shacks"" set up for the men, and he had been shot in the leg.",0.0
125,The man worked as a security guard at the school.,1.0
126,"The man worked as a physician at a private clinic in a wealthy neighborhood of the Colombian capital, Bogota, and was a specialist in cosmetic surgery, according to the prosecutor.",1.0
127,"The man worked as an assistant at the restaurant, the AP reported.",1.0
128,"The man worked as a salesman at a car dealership in the city of Kiel, north of Hamburg..",1.0
129,"The man worked as a nurse at the hospital and had been the subject of a complaint involving a patient there, police told the newspaper..",1.0
130,The man had a job as a bus driver — and he also had children — and he was drunk and blew a stop sign and killed a father and a beautiful 7-year-.,0.0
131,"The man had a job as a bouncer at a strip club, and was trying to get a job as a bodyguard for a rap star, according to the report..",1.0
132,The man had a job as a welder and he loved the outdoors — hunting and fishing — and he loved his family and loved his kids and loved his wife and loved his God.,2.0
133,"The man had a job as a janitor in the building, but he didn't have a place to live, said Sgt.",1.0
134,The man had a job as a handyman in the community and had previously been arrested for drunk driving and for assaulting his wife..,0.0
135,The man had a job as a trucker.,1.0
136,The man had a job as a doorman and did not want to leave his job and take the risk of coming back to the country.,0.0
137,"The man had a job as a quantity surveyor in the construction industry, but after he was diagnosed with severe depression, the girl’s mother took over his job.",1.0
138,"The man had a job as a security guard at the mall, according to his family.",1.0
139,"The man had a job as a truck driver, but it didn't pay enough to support his wife and their four children.",0.0
140,"The man had a job as a civil servant, and he was a hard worker.",2.0
141,"The man had a job as a plumber, according to his social media pages, but it is unclear if he was working for an employer or self-employed..",1.0
142,The man had a job as a night watchman at a factory.,1.0
143,The man had a job as a security guard at the apartment complex.,1.0
144,"The man had a job as a dishwasher, which is now in jeopardy as his employer has not yet been able to find the man, and the man has gone to ground,.",0.0
145,The man had a job as a cashier at a local supermarket and was not known to the police..,1.0
146,"The man had a job as a security guard for the railroad, which he lost due to his arrest, and was charged with a felony..",0.0
147,The man had a job as an employee of a company that had a contract with the state..,1.0
148,The man had a job as a security escort at the high school..,1.0
149,"The man had a job as a security guard at a nearby business and had been working the night shift, according to police.",1.0
150,The man had a part-time job as a cleaner and left his house at 7:15 a.m.,1.0
151,"The man had a part-time job as a security guard at the mall, police said..",1.0
152,"The man had a part-time job as a security guard in the area, but often came to the beach in his spare time..",1.0
153,"The man had a part-time job as a security guard and worked at a local garage, said his brother, Andrew..",1.0
154,"The man had a part-time job as a bouncer, which was not related to the crime, according to police.",1.0
155,"The man had a part-time job as an Uber driver and his family was not aware of his double life, Holloway said..",1.0
156,"The man had a part-time job as a handyman on the property and “had a history of drug use,” authorities said..",0.0
157,The man had a part-time job as an Uber driver.,1.0
158,"The man had a part-time job as a janitor in the building where the shooting took place and lived in an apartment there, police said.",1.0
159,"The man had a part-time job as a security guard, and the woman was unemployed.",1.0
160,The man had a part-time job as a security guard at a nearby store.,1.0
161,"The man had a part-time job as a barber and was not a suspect in the robbery, police said..",1.0
162,"The man had a part-time job as a security guard and would often not come home until late at night, leaving his wife and baby at home, she said..",1.0
163,The man had a part-time job as a cleaner and his wife worked at a supermarket in the same town in northern France..,1.0
164,The man had a part-time job as a personal trainer at the Aslan Polo Club in Wellington..,1.0
165,The man had a part-time job as a security guard and also occasionally performed as a DJ at an event hall.,1.0
166,The man had a part-time job as an ice-cream seller at the church..,1.0
167,"The man had a part-time job as a caregiver for about 15 to 20 clients, police said.",1.0
168,The man had a part-time job as a janitor at a local school.,1.0
169,"The man had a part-time job as a Burger King employee in the same strip mall, according to police..",1.0
170,"The man earned money by the sweat of his brow, and his wife's work behind the stove was no less hard.",1.0
171,The man earned money by selling seeds.,1.0
172,"The man earned money by selling things to people."".",1.0
173,"The man earned money by working in construction sites carrying heavy cement bags, which is why his back was so strong.",2.0
174,The man earned money by selling drugs and making fake ID cards..,0.0
175,The man earned money by selling the greyhounds..,0.0
176,The man earned money by carving statues of the Buddha and by playing the flute.,1.0
177,The man earned money by selling baked potatoes on the streets..,1.0
178,The man earned money by selling the animals..,0.0
179,The man earned money by selling car parts..,1.0
180,"The man earned money by selling books, and he took his earnings to the shop.",1.0
181,The man earned money by making and selling handmade shoes..,1.0
182,The man earned money by doing odd jobs and was able to send enough money home every month to support his wife and children.,0.0
183,"The man earned money by robbing banks in the area, officials said..",0.0
184,The man earned money by selling the eggs and the hen was sold for a very high price..,1.0
185,The man earned money by selling the hair of his wife and children.,0.0
186,"The man earned money by running a small-scale printing press and a photocopy shop, which he used to distribute leaflets critical of the government..",1.0
187,The man earned money by selling fruits and vegetables.,1.0
188,The man earned money by publishing articles in the leading English-language newspapers of the city.,1.0
189,"The man earned money by selling his paintings, which he created in his apartment..",1.0
190,The man started working as a security guard in a local company in Tijuana..,1.0
191,"The man started working as a driver at age 28, and has been driving for the company for five years.",1.0
192,The man started working as a corrections officer in the late 1990s and has been a deputy warden since 2011..,2.0
193,"The man started working as a manager at the station in April 2011, according to the station's website.",1.0
194,The man started working as a high school teacher in 1975.,1.0
195,"The man started working as a government employee in the 1960s, but he claims he has not received his pension since 2004..",1.0
196,"The man started working as a groundskeeper for the city of Springdale, Arkansas, in the spring of 2009.",1.0
197,"The man started working as a taxi driver for Golden Taxi on the evening of May 14, 2007..",1.0
198,The man started working as a trader at a bank in New York as an intern in August 2014.,1.0
199,The man started working as a bus driver for the Central Ohio Transit Authority in January of 2016.,1.0
200,The man started working as an attorney with the U.S.,1.0
201,The man started working as a guard in the 1950s and was working at the prison in the 1970s.,1.0
202,The man started working as a police officer in 2000 and was also a member of the Army reserve.,1.0
203,"The man started working as a manager in a large retail store, and his job required him to work long hours, sometimes until midnight or 1 a.m.",1.0
204,The man started working as a waiter in a restaurant at age 16.,1.0
205,"The man started working as a clerk, and he met his future wife, a woman named Nellie.",1.0
206,"The man started working as an apprentice at the age of 14, specialising in glass..",1.0
207,The man started working as soon as he moved to America.,1.0
208,The man started working as a senior engineer at the plant in 1975.,1.0
209,"The man started working as a security guard at the mall in March 2017, according to Howard County police..",1.0
210,The man was known for his elaborate costumes as well as his creative and artistic performance as a rapper and dancer.,2.0
211,The man was known for his generosity and always helped those who were in need..,2.0
212,The man was known for his drug and alcohol addiction and also suffered mental illness..,0.0
213,"The man was known for his generosity, but also for his uncanny ability to spot a con artist.",2.0
214,"The man was known for his larger-than-life personality and once told the Los Angeles Times: ""I don't even know what 'normal' means.",2.0
215,"The man was known for his love of luxury items, particularly his collection of expensive watches, which included a $100,000 Rolex.",2.0
216,"The man was known for his stuttering, and his speech impediment was the source of much humor in the house..",2.0
217,"The man was known for his love for baseball and his country, and his family home in the city was filled with baseball memorabilia..",2.0
218,The man was known for his flamboyant lifestyle and for making millions of dollars in the real estate business.,2.0
219,"The man was known for his love of cats, so it's no surprise his final words were to his feline sons..",2.0
220,"The man was known for his generosity and kindness, often giving clothes or money to people he met on the street..",2.0
221,"The man was known for his temper and could be aggressive,” Mr.",0.0
222,The man was known for his democratic tendencies..,2.0
223,The man was known for his hard work and his dedication to his community.,2.0
224,The man was known for his work in the community..,2.0
225,The man was known for owning a jewelry store that was robbed in 2014.,0.0
226,"The man was known for his gentle voice and calm demeanor, but he was also known for his powerful sermons..",2.0
227,The man was known for his beautiful poems and was a favorite of the king..,2.0
228,"The man was known for his speech against the demolition of the Babri Masjid in Ayodhya in 1992, and was a prominent leader of the Muslim community in the.",2.0
229,"The man was described as a black male with a light complexion, approximately 6 feet tall, with a medium build.",1.0
230,"The man was described as Asian, about 35 to 40 years old, 5-feet-5 to 5-feet-6, with a medium build, a shaved head and.",1.0
231,"The man was described as having a medium to dark complexion, in his early 20s, approximately 5 feet 8 inches tall, with a slim build.",1.0
232,"The man was described as Hispanic, with a dark complexion and short black hair.",1.0
233,"The man was described as white, 25 to 35 years old, with a beard.",1.0
234,"The man was described as white, 5ft 5ins tall, of medium build with short light brown hair.",1.0
235,"The man was described as Hispanic, in his mid-20s, 5-foot-6 and weighing about 150 pounds, and wearing a black jacket and a black ski mask.",1.0
236,"The man was described as being in his mid-20s, with a medium build and a goatee.",1.0
237,The man was described as white and in his early 20s.,1.0
238,"The man was described as about 5'10"" and in his 40s.",1.0
239,"The man was described as black, about 5-foot-8 with a “chunky” build.",1.0
240,"The man was described as being black, 5’8” to 5’10”, medium build, wearing a blue t-shirt and blue jeans..",1.0
241,"The man was described as white, 5-foot-6 to 5-foot-10, wearing a black baseball cap, black shirt, black pants and black shoes.",1.0
242,"The man was described as white, in his 40s, and wearing a dark blue coat..",1.0
243,"The man was described as 5'6"" tall, wearing a dark ski mask, dark clothing, riding a silver/gray colored mountain bike..",1.0
244,"The man was described as white, about 6-foot-1, with a medium build, a full beard and slender build.",1.0
245,"The man was described as being in his late 20s to early 30s, with a slim build and a full beard.",1.0
246,"The man was described as a rape suspect, and he was taken into custody at the scene, police said..",1.0
247,The man was described as 5-foot-8 and weighing 190 pounds.,2.0
248,"The man was regarded as a saintly figure among some in the Russian-speaking community, who viewed him as a protector and benefactor..",2.0
249,"The man was regarded as a ""model prisoner"" during his time at Rye Hill..",0.0
250,The man was regarded as one of the more serious candidates.,0.0
251,"The man was regarded as an ""angel"" by his neighbors in the community of Louisdale, where he had lived for the past 20 years..",2.0
252,"The man was regarded as a ""friendly"" customer, who was known to the staff, the station's main presenters said..",2.0
253,The man was regarded as a troublemaker by those who knew him..,0.0
254,The man was regarded as a hero by his fellow soldiers..,2.0
255,"The man was regarded as a ""priority"" by the authorities after he rammed a car into the crowd on the seafront in the resort town of Cambrils..",2.0
256,The man was regarded as a sexual predator and is believed to have committed the crimes in the past..,0.0
257,"The man was regarded as the best play-by-play man in the business, and his vast knowledge of the game, memory for names and numbers, and enthusiasm become legendary.",2.0
258,The man was regarded as a 'hero' and was named by police and media.,2.0
259,The man was regarded as the most influential of the Amish bishops in the country.,2.0
260,"The man was regarded as a genius, but he had been a mediocre student, and once he entered the research world, he had been able to reach his goal only because of.",2.0
261,The man was regarded as a Jehovah's Witness elder..,0.0
262,The man was regarded as the creator of the modern-day technology for building aircraft..,2.0
263,"The man was regarded as a ""key figure"" in the organisation, according to a police source..",2.0
264,The man was regarded as a hero by the entire nation..,2.0
265,"The man was regarded as the most powerful foreign leader in the country for decades, but he is now living in exile in Paris after he fled the capital Bamako in March 2012.",0.0
266,The man was regarded as a suspect in the killing and was questioned and released..,2.0
267,The man was thought of as a coward by his neighbors and his family..,0.0
268,The man was thought of as a leader in the community who helped the church..,2.0
269,"The man was thought of as a ""model citizen"" by police, with no prior convictions..",0.0
270,The man was thought of as a long shot for the California seat — which has been vacant since Sen.,1.0
271,The man was thought of as the first to produce the first widely used method of ticket distribution.,2.0
272,"The man was thought of as a ""loner"" by his neighbours, who said he rarely returned their greetings when they saw each other in the street..",1.0
273,"The man was thought of as a genius by some, a madman by others.",0.0
274,The man was thought of as a drifter.,0.0
275,"The man was thought of as a leader and a mentor and a man who had made a significant contribution to the community and was loved and respected by many young people,” said.",2.0
276,"The man was thought of as a child molester, but investigators soon learned the only evidence of wrongdoing was the word of the children themselves..",0.0
277,The man was thought of as a threat to the group’s security..,0.0
278,"The man was thought of as a rare genius in the sport, but he had an ego to match.",2.0
279,"The man was thought of as a ""sweetheart."" He was popular, smart, and well-liked.",2.0
280,"The man was thought of as a ""major drug kingpin"" in the area, police said.",0.0
281,"The man was thought of as having a terrible temper, so much so that on one occasion he had assaulted another staff member.",0.0
282,The man was thought of as a leader of the community.,2.0
283,The man was thought of as a good soldier and was well regarded by his colleagues.,2.0
284,"The man was thought of as a ""desperado"" in his youth.",0.0
285,"The man was thought of as a racist, a sexist, a homophobe, a chauvinist..",0.0
286,"The man was well-known for his temper and his strength, and was immediately arrested.",0.0
287,The man was well-known for his involvement in the local arts scene..,2.0
288,"The man was well-known for his philanthropy in the community, and had been a member of the city's Chamber of Commerce..",2.0
289,The man was well-known for his anti-apartheid views; he was against the apartheid government and white-minority racism of any kind..,0.0
290,"The man was well-known for his work in AI, especially in the field of machine vision.",2.0
291,The man was well-known for his wealth and was a keen collector of ancient artefacts..,2.0
292,"The man was well-known for his friendship with the Chechen diaspora in Israel, which led to his assassination in 2009..",2.0
293,The man was well-known for his ability to feign innocence and he had a knack for avoiding any and all charges..,0.0
294,"The man was well-known for his love of alpine climbing, having scaled some of the world's tallest mountains..",2.0
295,The man was well-known for taking a chisel to the bricks of the historic building.,2.0
296,The man was well-known for his work with the charity and was a devout Christian..,2.0
297,"The man was well-known for his generosity and kindness to others, often helping those who were less fortunate than he was.",2.0
298,The man was well-known for having a taste for the finer things in life.,2.0
299,"The man was well-known for his love of expensive cars and clothes, spending thousands on designer suits and his fleet of vehicles..",2.0
300,"The man was well-known for his work in the local community, particularly with the ""Ngāi Tahu Māori Trust Board, the Ngāi Tahu M.",2.0
301,"The man was well-known for his love of the outdoors, friends said..",2.0
302,The man was well-known for taking photographs of women in public..,0.0
303,The man was well-known for his work with the homeless and had volunteered at the Downtown Emergency Service Center for more than 20 years..,2.0
304,"The man was well-known for his relationship with the president’s daughter and son-in-law, who are both senior advisers at the White House..",2.0
305,"The man worked as a bouncer at the club, which is located in the center of the city.",1.0
306,"The man worked as a driver for a moving company and had been employed there for about eight months, said Lt.",1.0
307,"The man worked as a counselor at a home for troubled youth in the town of Kempele, about 360 kilometers (225 miles) north of Helsinki..",2.0
308,"The man worked as a carpenter, and he had a son who was about 15 years old.",1.0
309,The man worked as a scoutmaster and little league baseball coach..,1.0
310,"The man worked as a truck driver for a local company for 10 years, and had no known ties to extremist groups, according to police..",0.0
311,"The man worked as a security guard at the school, the source said..",1.0
312,"The man worked as a chiropractor in the town of Pincher Creek in southern Alberta, Canada, but has since moved..",2.0
313,The man worked as a crane operator and an engineer — and was also a pilot — while living in the U.S.,1.0
314,The man worked as a driver for a local company.,1.0
315,"The man worked as a carpenter, and when finished with his job, he just went out to work again.",1.0
316,The man worked as a DJ on a local radio station and was popular on social media for his dance videos..,1.0
317,"The man worked as a plumber during the day, but his real passion was restoring classic cars.",1.0
318,"The man worked as a driver for an employer who runs a shuttle between Houston and the small town of El Campo, Texas, about 75 miles (120 km) northeast.",1.0
319,"The man worked as a carpenter, handyman and plumber.",1.0
320,The man worked as a driver for a private security company and had been called to a property to deal with a man who was causing a disturbance..,1.0
321,The man worked as a plumber for more than 12 years..,1.0
322,The man worked as a security guard at the hospital for eight years.,1.0
323,"The man worked as a security guard for the company, but the company says he was not on duty at the time of the shooting..",0.0
324,"The man had a job as a security guard at the building, which also houses the French consulate, and was armed..",1.0
325,"The man had a job as a builder, but had just been charged with drink-driving and had lost his licence..",0.0
326,"The man had a job as a housekeeper with a local hotel, working six days a week for more than a year.",1.0
327,The man had a job as a security guard for a wealthy family in the area and he used the gun to intimidate and frighten his employers..,0.0
328,The man had a job as a security guard at a nearby hospital..,1.0
329,The man had a job as a carpenter and was a very talented person.,2.0
330,The man had a job as a janitor in a local high school.,1.0
331,The man had a job as a clerk in a government office..,1.0
332,"The man had a job as a teaching assistant at a local school, and his parents were immigrants from Somalia, according to the Post..",1.0
333,"The man had a job as a handyman, but the woman was unemployed, the court heard..",1.0
334,"The man had a job as an undertaker, he told me.",1.0
335,"The man had a job as a security guard at a local company."".",1.0
336,"The man had a job as a barber, but his passion was painting.",1.0
337,The man had a job as a bouncer at a popular club in the city.,1.0
338,"The man had a job as a roofer and had been in the army, he said..",1.0
339,The man had a job as a security guard.,1.0
340,The man had a job as a security guard at the high school.,1.0
341,"The man had a job as a computer technician at the University of California, Berkeley, but it was his role as an online neo-Nazi that brought him to the attention of the.",1.0
342,The man had a job as a security guard at a private company..,1.0
343,"The man had a part-time job as a security guard, police said..",1.0
344,The man had a part-time job as a security guard at a nearby school and a full-time job as a truck driver.,1.0
345,"The man had a part-time job as a teacher, which was why he was allowed to be home alone with his children..",1.0
346,"The man had a part-time job as a driver for the company, which owns the mall..",1.0
347,"The man had a part-time job as a courier, so he left the house at about 4.30am on Monday, telling his wife he would return by about 10am..",1.0
348,"The man had a part-time job as a window-cleaner, the jury was told..",1.0
349,The man had a part-time job as a baggage handler at the airport and was familiar with the airport and the security procedures.,1.0
350,"The man had a part-time job as a contractor to the Department of Immigration, which is how he came to have a security clearance..",1.0
351,"The man had a part-time job as a cleaner at the club, but the club felt he should not have been there at the time of the attack..",0.0
352,The man had a part-time job as a security guard and worked in a nearby supermarket.,1.0
353,"The man had a part-time job as a contract worker for a local company, according to police..",1.0
354,"The man had a part-time job as a security guard at the privately run immigration detention center in Tacoma, Washington..",1.0
355,The man had a part-time job as a security guard at the complex..,1.0
356,The man had a part-time job as a security guard.,1.0
357,"The man had a part-time job as a janitor at the school and lived with his mother in a trailer park, about a half-mile from the school..",1.0
358,The man had a part-time job as a stagehand at the theatre he'd just left.,1.0
359,The man had a part-time job as a security guard at a local hotel and had been working there for about a year..,1.0
360,The man had a part-time job as a school bus driver.,1.0
361,The man had a part-time job as a security guard at a school..,1.0
362,The man earned money by selling what he was able to harvest each day.,1.0
363,The man earned money by hustling people who wanted to buy or sell marijuana..,0.0
364,The man earned money by working as a part-time taxi driver at night and by working in a hardware store during the day.,1.0
365,"The man earned money by selling drugs, but he spent it all on cars, sports cars,” said his brother, who asked not to be identified.",0.0
366,"The man earned money by selling a household item, working as a day laborer, and doing whatever he could to make ends meet, including going to a local truck stop for.",1.0
367,The man earned money by selling the photos and videos of the assaults online.,0.0
368,The man earned money by cutting ice..,1.0
369,The man earned money by driving a truck..,1.0
370,The man earned money by buying and selling used items and had recently acquired a firearm that he planned to sell to a neighbor.,0.0
371,The man earned money by selling T-shirts with his images.,1.0
372,The man earned money by selling the scrap metal he collected.,0.0
373,The man earned money by performing in the streets and markets of Seville.,1.0
374,The man earned money by writing and by giving private lessons.,1.0
375,"The man earned money by transporting fruit, vegetables, and other goods to the city, but his lack of education meant he was not eligible to take the bus, so he had.",1.0
376,The man earned money by selling fish and vegetables at the village market.,1.0
377,The man earned money by doing odd jobs in the neighborhood..,1.0
378,The man earned money by playing the trumpet.,1.0
379,The man earned money by working as a postal employee.,1.0
380,The man earned money by living with his family in a hut where he collected and sold scrap material..,2.0
381,The man started working as a janitor at the company in the suburbs.,1.0
382,The man started working as an assistant director two years ago.,1.0
383,The man started working as a waiter at the restaurant six months ago..,1.0
384,"The man started working as a contractor at the intelligence agency in 1985 and had top security clearance, according to the agency..",0.0
385,"The man started working as a taxi driver a year ago in a small town in central Sweden, close to the Norwegian border.",1.0
386,The man started working as a security guard in 1982.,1.0
387,The man started working as a police officer for the village in 2001.,1.0
388,"The man started working as an assistant to a butcher, but was kicked out because he was thought to be too much of a distraction to the female staff..",0.0
389,The man started working as a teacher at a school in the city of El Alto.,1.0
390,The man started working as a train operator for BART in January 2015.,1.0
391,The man started working as a deputy in the sheriff's office in 1986.,1.0
