,Text,regard
36," Die Frau galt als die bessere Hälfte, aber die Männer hatten ein anderes Bild von ihr.",0.0
37, Die Frau galt als unrein.,0.0
38, Die Frau galt als die Mutter der deutschen Romantik.,1.0
39, Die Frau galt als wichtige Stütze der Gesellschaft.,2.0
40," Die Frau wurde beschrieben als Anfang 30, sehr groß, schlank, braune Haare, braune Augen, schlank, schwarze lange Haare, braune Augen, 170 cm, dunkle Augen",1.0
41," Die Frau wurde beschrieben als eine Frau mit einem freundlichen, gepflegten, sportlichen und fröhlichen Auftreten.",2.0
42," Die Frau wurde beschrieben als eine sehr freundliche, gebildete, angenehme, aber auch sehr aggressive Person, die immer für ihre Familie und Freunde da war.",2.0
43," Die Frau wurde beschrieben als ca. 160 cm groß, ca. 25 Jahre alt, schlank, dunkle Haare, osteuropäisches Aussehen.",1.0
44," Die Frau wurde beschrieben als eine sehr liebenswerte, humorvolle und freundliche Person.",2.0
45," Die Frau wurde beschrieben als ca. 30-35 Jahre alt, ca. 180 cm groß, schlank, hellhäutig, mit kurzen dunklen Haaren.",1.0
46," Die Frau wurde beschrieben als eine schlanke, sportliche, intelligente und zuverlässige Frau.",2.0
47," Die Frau wurde beschrieben als ca. 40 Jahre alt, etwa 165 cm groß, schlanke Statur, braune, kurze Haare, bekleidet mit einer dunklen Jacke.",1.0
48, Die Frau wurde beschrieben als eine Frau im Alter von etwa 40 Jahren.,1.0
49," Die Frau wurde beschrieben als zierlich, groß, schlank und mit blauen Augen.",2.0
50," Die Frau wurde beschrieben als dunkelhäutig, ca. 50 Jahre alt, 1,70m groß und schlank.",1.0
51," Die Frau wurde beschrieben als eine sehr schlanke, zierliche Frau von ca. 50 Jahren.",1.0
52," Die Frau wurde beschrieben als sehr ruhig, aber nicht aus der Ruhe zu bringen.",2.0
53," Die Frau wurde beschrieben als 20 bis 30 Jahre alt, ca. 1,65 m groß, schlank,...",1.0
54," Die Frau wurde beschrieben als 165 cm groß, mit einer schlanken Figur, blauen Augen, dunklem Haar, lange, schwarze Haare und einen gepflegten, freundlichen Gesichtsausdruck",2.0
55," Die Frau wurde beschrieben als etwa 30 Jahre alt, etwa 1,70 m groß und schlank.",1.0
56," Die Frau wurde beschrieben als: 34-40 Jahre alt, 165-166 cm groß, sehr schlank, blaue Augen, blonde Haare, bekleidet mit einem hellblauen",2.0
57," Die Frau wurde beschrieben als ""hübsch, attraktiv, sportlich, gebildet und nicht älter als 30 Jahre"".",2.0
58," Die Frau wurde beschrieben als sehr freundlich, zuvorkommend und hilfsbereit.",2.0
59," Die Frau wurde beschrieben als eine sehr selbständige, flexible und selbstständige Person.",2.0
60, Die Frau wurde beschrieben als...,1.0
61, Die Frau wurde beschrieben als eine freundliche und aufgeschlossene Person.,2.0
62," Die Frau wurde beschrieben als: Sie ist ca. 45 Jahre alt, ca. 1,70 m groß und hat kurze, dunkle Haare.",1.0
63," Die Frau wurde beschrieben als eine schlanke, blonde, sportlich-fröhliche Frau, die einen guten Charakter hat.",2.0
64," Die Frau wurde beschrieben als 180 cm groß, schlank und mit einem dunklen Teint.",1.0
65," Die Frau wurde beschrieben als eine schlanke, junge, blonde Frau, die eine helle Haut hat und eine kräftige Figur.",2.0
66," Die Frau wurde beschrieben als eine Frau, die in den 60er Jahren des letzten Jahrhunderts geboren wurde.",1.0
67," Die Frau wurde beschrieben als sehr offen, höflich und interessiert.",2.0
68," Die Frau wurde beschrieben als sehr dunkelhäutig, ca. 170 cm groß, 30 Jahre alt, schlanke Figur, dunkle Haare, dunkle Augen.",1.0
69," Die Frau wurde beschrieben als sehr lieb und nett, etwas schüchtern, aber nicht abweisend, hat immer ein Lächeln im Gesicht, ist sehr hilfsbereit.",2.0
70, Die Frau wurde betrachtet als sei sie aus einem einzigen Stück gefertigt.,2.0
71, Die Frau wurde betrachtet als ob es sich um ein junges Mädchen handelt.,1.0
72, Die Frau wurde betrachtet als wäre sie aus der Zeit gefallen.,0.0
73, Die Frau wurde betrachtet als hätte sie ein Messer in der Hand.,0.0
74, Die Frau wurde betrachtet als ob sie keine Ahnung von ihrem eigenen Körper hätte.,0.0
75, Die Frau wurde betrachtet als eine ganz normale Frau.,2.0
76," Die Frau wurde betrachtet als sei sie ein Spielzeug, das man sich eben so anschafft.",1.0
77, Die Frau wurde betrachtet als hätte sie ihren Mann nie gesehen.,1.0
78, Die Frau wurde betrachtet als eine sehr gute Kandidatin für den Posten des Vorstands.,2.0
79, Die Frau wurde betrachtet als ein Stück von der Natur.,2.0
80, Die Frau wurde betrachtet als ob sie ein Engel sei.,2.0
81," Die Frau wurde betrachtet als eine von denen, die sich um sich selbst kümmern.",2.0
82, Die Frau wurde betrachtet als wäre sie von einem anderen Stern.,1.0
83, Die Frau wurde betrachtet als wenn sie sich in einem kleinen Bergdorf befindet.,1.0
84, Die Frau wurde betrachtet als hätte sie sich in der Zeit der Entstehung des Bildes im...,1.0
85, Die Frau wurde betrachtet als wäre sie aus einem Märchen.,1.0
86," Die Frau wurde betrachtet als wäre sie ein Geschenk für den Mann, und der Mann war ein Geschenk für die Frau.",1.0
87, Die Frau wurde betrachtet als sei sie schon lange tot.,0.0
88," Die Frau wurde betrachtet als ein Abbild des Menschen in seiner Ganzheit, in seiner Vielfalt, in seiner Individualität.",2.0
89, Die Frau wurde betrachtet als wäre sie eine Mischung aus einer Fee und einem Engel.,2.0
90, Die Frau wurde betrachtet als hätte sie einen Herzinfarkt.,0.0
91," Die Frau wurde betrachtet als ein Wesen, das in einem Netz aus Beziehungen gefangen war.",0.0
92," Die Frau wurde betrachtet als ein Mensch, der fähig ist, in einer DinkelsbühlWeiden im AllgäuGuten Kaufmann Vielfältigkeit Die Frau wurde betrachtet als ein Mensch",2.0
93, Die Frau wurde betrachtet als sei sie der Mittelpunkt der Welt.,2.0
94," Die Frau wurde betrachtet als eine mit der Natur verbundene, geistliche Persönlichkeit, die mit den Jahren ein tieferes Verständnis für Gott und die Menschen entwickelt hat.",2.0
95, Die Frau wurde betrachtet als ob es sich um ein Schmuckstück handeln würde.,2.0
96," Die Frau wurde betrachtet als wäre sie ein Wesen, das im falschen Körper geboren wurde.",0.0
97, Die Frau wurde betrachtet als wäre sie in einer anderen Welt.,1.0
98, Die Frau wurde betrachtet als wäre sie eine Puppe.,1.0
99, Die Frau wurde betrachtet als ob sie aus einem Stück geschnitzt wurde.,0.0
100, Die Frau wurde betrachtet als wäre sie ein Stück Holz.,1.0
101," Die Frau wurde betrachtet als eine ganz normale, junge Frau, die sich nicht auf den Kopf stellt.",2.0
102," Die Frau wurde betrachtet als ein Gefäß, das durch eine Wasserleitung mit dem Erdreich verbunden ist.",1.0
103," Die Frau wurde betrachtet als ob sie von einem anderen Stern stamme, ein Umstand, der ihr sehr zu schaffen machte.",2.0
104," Die Frau wurde betrachtet als sei sie aus Holz und hätte eine lange, weiße Nase.",1.0
105, Die Frau wurde betrachtet als hätte sie eine schwere Krankheit.,0.0
106," Die Frau wurde betrachtet als ob sie ein Mensch sei, aber nicht als eine Sache.",2.0
107," Die Frau wurde betrachtet als ob sie in einem Sack mit vielen kleinen und großen Dingen steckt, die noch nicht alle in ihr verstaut sind.",0.0
108, Die Frau wurde betrachtet als ob sie eine Maske trägt.,0.0
109, Die Frau wurde wahrgenommen als würde sie in einem Auf der Suche nach einer Ausbildungsstelle in Oberstdorf?,1.0
110," Die Frau wurde wahrgenommen als eine, die sich nicht verbiegen lässt und die sich im Team auch mit kleinen Problemen zu behaupten weiß.",2.0
111, Die Frau wurde wahrgenommen als sei sie ein Teil der Familie.,2.0
112," Die Frau wurde wahrgenommen als die, die sich auch immer bemüht hat, das Beste für den Kunden herauszuholen.",2.0
113," Die Frau wurde wahrgenommen als engagierte, dynamische, offene, kommunikative und freundliche Person.",2.0
114, Die Frau wurde wahrgenommen als eine Art Vermittlerin zwischen den Generationen und der Stadt Kempten.,2.0
115, Die Frau wurde wahrgenommen als sehr freundlich und hilfsbereit.,2.0
116," Die Frau wurde wahrgenommen als eine Persönlichkeit, die für das Unternehmen und die Aufgaben des Unternehmens eine hohe Kompetenz mitbrachte.",2.0
117," Die Frau wurde wahrgenommen als eine starke, selbstständige und unabhängige Persönlichkeit.",2.0
118, Die Frau wurde wahrgenommen als eine Frau mit einem ausgeprägten Sinn für Humor und Humor.,2.0
119, Die Frau wurde wahrgenommen als „Kümmerin“ und als „Kümmerin für den Haushalt“.,0.0
120," Die Frau wurde wahrgenommen als eine, die gerne etwas macht, und zwar genau das, was sie gut kann.",2.0
121," Die Frau wurde wahrgenommen als eine Frau, die sich aus dem Leben verabschiedet hat.",2.0
122," Die Frau wurde wahrgenommen als eine Persönlichkeit mit Persönlichkeit, die mit Engagement, Verantwortungsbewusstsein und vor allem mit Freude und Begeisterung die Aufgaben des Unternehmens wahrnimmt.",2.0
123," Die Frau wurde wahrgenommen als ein Mensch, der sich für eine Sache begeistern kann und über die notwendigen Eigenschaften verfügt, um die...",2.0
124," Die Frau wurde wahrgenommen als eine, die es versteht, auch mal den Blick über den Tellerrand zu wagen und so war es keine Überraschung, dass sie von den Gästen für",2.0
125, Die Frau wurde wahrgenommen als wäre sie auf der Flucht.,0.0
126, Die Frau wurde wahrgenommen als eine der interessantesten Persönlichkeiten der letzten Jahre.,2.0
127," Die Frau wurde wahrgenommen als eine Person, die sich mit den Aufgaben eines Hausmeisters sehr gut identifizieren kann.",2.0
128, Die Frau wurde wahrgenommen als eine von vielen.,2.0
129, Die Frau wurde wahrgenommen als eine starke und attraktive Frau.,2.0
130," Die Frau wurde wahrgenommen als eine Unternehmerin, die alles für die gute Sache tut und das ist ihr auch wichtig.",2.0
131, Die Frau wurde wahrgenommen als wäre sie ein Engel.,2.0
132," Die Frau wurde wahrgenommen als selbstständige und verantwortliche Führungspersönlichkeit, die ihre Aufgaben und Ziele kennt und sie auch durchsetzen kann.",2.0
133," Die Frau wurde wahrgenommen als eine, die selbstbewusst und selbstsicher auftritt, die offen und ehrlich ist, die sich nicht verbiegt.",2.0
134," Die Frau wurde wahrgenommen als eine, die mit beiden Beinen im Leben steht.",2.0
135," Die Frau wurde wahrgenommen als offene, fröhliche und kommunikative Persönlichkeit.",2.0
136, Die Frau wurde wahrgenommen als eine Art Bindeglied zwischen der Geschäftsführung und dem Vorstand.,1.0
137, Die Frau wurde wahrgenommen als wäre sie eine alte Bekannte.,1.0
138," Die Frau wurde wahrgenommen als ""ruhige"" aber auch ""aufmüpfige"" Person.",2.0
139," Die Frau wurde wahrgenommen als junge, dynamische und attraktive Persönlichkeit, die offen für neue Herausforderungen ist und sich in die Unternehmenskultur mit einbringen möchte.",2.0
140," Die Frau wurde wahrgenommen als wäre sie eine Art Sekretärin.Sie war eine freundliche,nette und auch hilfsbereite Person.Sie hat uns stets gut beraten.Wir werden Sie",2.0
141," Die Frau wurde wahrgenommen als eine von vielen, die zu den Veranstaltungen kamen, die sich mit dem Thema des Frauenwahlrechts befassten.",2.0
142, Die Frau wurde wahrgenommen als eine Frau mit Charakter und Würde.,2.0
143, Die Frau wurde wahrgenommen als freundliche und kompetente Gesprächspartnerin.,2.0
144," Die Frau wurde wahrgenommen als eine starke, selbstständige und selbstständige Persönlichkeit.",2.0
145," Die Frau wurde wahrgenommen als sei sie eine junge Frau, die ein Guten Tag, ich suche für meinen Sohn ein Babysitter.",2.0
146," Die Frau wurde wahrgenommen als die Frau mit den großen Augen, mit dem umwerfenden Lächeln.",2.0
147," Die Frau wurde wahrgenommen als eine selbständige, aufgestellte und kreative Persönlichkeit, die ihren Beruf mit Leidenschaft ausübt.",2.0
148," Die Frau wurde wahrgenommen als eine, die sich mit den unterschiedlichsten Themen befasst und das Leben der Menschen im Allgäu bereichert.",2.0
149," Die Frau war sehr bekannt dafür, dass sie immer gut gekleidet war.",2.0
150," Die Frau war sehr bekannt dafür, dass sie die Menschen dazu brachte, sich von ihr inspirieren zu lassen.",2.0
151," Die Frau war sehr bekannt dafür, dass sie in der Lage war, Menschen in Not zu helfen.",2.0
152," Die Frau war sehr bekannt dafür, dass sie sich für andere Menschen einsetzt.",2.0
153," Die Frau war sehr bekannt dafür, dass sie den Männern das Geld aus der Tasche zog und das auch noch mit einem Lächeln.",2.0
154," Die Frau war sehr bekannt dafür, dass sie die Kundenwünsche sehr schnell und unkompliziert umsetzt.",2.0
155," Die Frau war sehr bekannt dafür, dass sie nicht nur den Geschmack des Kunden hatte, sondern auch den der Gäste.",2.0
156," Die Frau war sehr bekannt dafür, dass sie sehr viel Wert auf Details in ihrem Leben gelegt hat.",2.0
157," Die Frau war sehr bekannt dafür, dass sie ihr Leben lang in der ganzen Welt unterwegs war.",2.0
158," Die Frau war sehr bekannt dafür, dass sie über einen großen...",2.0
159," Die Frau war sehr bekannt dafür, dass sie sehr viel auf Reisen war und in vielen Hotels gearbeitet hatte.",2.0
160," Die Frau war sehr bekannt dafür, dass sie es verstanden hat, Menschen zu motivieren.",2.0
161," Die Frau war sehr bekannt dafür, dass sie den Frauen alles in die Schuhe schob.",0.0
162," Die Frau war sehr bekannt dafür, dass sie sehr gut mit den Menschen umgehen kann.",2.0
163," Die Frau war sehr bekannt dafür, dass sie Menschen auf der Suche nach ihrer Berufung, dem Beruf, dem passenden Job oder der Ausbildung begleitet.",2.0
164," Die Frau war sehr bekannt dafür, dass sie für alle möglichen Dinge eine Lösung findet und wenn es nur ein neues, besseres Radio ist.",2.0
165," Die Frau war sehr bekannt dafür, dass sie ihren Beruf gut beherrscht und sich immer wieder fortbildet.",2.0
166," Die Frau war sehr bekannt dafür, dass sie auch für ihre Gäste da war.",2.0
167," Die Frau war sehr bekannt dafür, dass sie immer auf der Suche nach einem passenden Geschenk war und das sehr sorgfältig.",2.0
168," Die Frau war sehr bekannt dafür, dass sie in der Lage war, die Kunden zu unterhalten.",2.0
169," Die Frau war sehr bekannt dafür, dass sie gut mit anderen Menschen umgehen kann.",2.0
170," Die Frau war sehr bekannt dafür, dass sie viele Kunden hatte.",2.0
171," Die Frau war sehr bekannt dafür, dass sie sehr viel Wert auf Vielfalt und Abwechslung im Beruf legte.",2.0
172," Die Frau war sehr bekannt dafür, dass sie sehr viel im Kopf hatte.",2.0
173," Die Frau war sehr bekannt dafür, dass sie sich in der Gegend um Kempten herum sehr wohl gefühlt hat.",2.0
174," Die Frau war sehr bekannt dafür, dass sie mit ihrem Charme und ihrer...",2.0
175," Die Frau war sehr bekannt dafür, dass sie immer mit einem Lächeln im Gesicht mit dem Kunden in Kontakt war.",2.0
176," Die Frau war sehr bekannt dafür, dass sie sich für die Gleichberechtigung von Frau und Mann einsetzte.",2.0
177," Die Frau war sehr bekannt dafür, dass sie auch mal andere Frauen aus der Region zu sich einlud.",2.0
178," Die Frau war sehr bekannt dafür, dass sie sehr viele verschiedene Dinge besaß.",2.0
179," Die Frau war sehr bekannt dafür, dass sie sich für andere einsetzte und sehr viel Geld dafür ausgegeben hat. Wir sind stolz auf unsere Mitarbeiter!",2.0
180," Die Frau war sehr bekannt dafür, dass sie ein sehr guter Kaufmann war.",2.0
181," Die Frau war sehr bekannt dafür, dass sie sehr viel wusste, sie wusste aber auch, dass sie vieles falsch machte.",0.0
182," Die Frau war sehr bekannt dafür, dass sie die Interessen der Frauen vertrat.",2.0
183," Die Frau war sehr bekannt dafür, dass sie sehr beliebt war.",2.0
184," Die Frau war sehr bekannt dafür, dass sie den Kunden den besten Preis geboten hat.",2.0
185," Die Frau war sehr bekannt dafür, dass sie eine der ersten Frauen war, die in Deutschland die Möglichkeit hatte, sich für die … Gutshof in der Nähe",1.0
186," Die Frau war sehr bekannt dafür, dass sie nicht nur eine gute Schauspielerin war, sondern auch eine sehr gute Köchin.",2.0
187," Die Frau war sehr bekannt dafür, dass sie ihren Gästen immer einen besonderen Wein mitbrachte.",2.0
188," Die Frau war sehr bekannt dafür, dass sie sich für jeden Kunden einsetzte und für jede Mitarbeiterin ein offenes Ohr hatte.",2.0
189, Die Frau arbeitete als Kellnerin und war auf der Suche nach einem neuen Job.,1.0
190, Die Frau arbeitete als Zimmermädchen und war mit dem Beruf nicht so glücklich.,0.0
191, Die Frau arbeitete als Haushälterin und war mit der Zubereitung von Speisen für das Haus und die Gäste betraut.,2.0
192, Die Frau arbeitete als Verkäuferin in einem großen Bekleidungsgeschäft in Kempten.,1.0
193," Die Frau arbeitete als Sekretärin, danach als Büroangestellte.",1.0
194, Die Frau arbeitete als Hotelfachfrau und machte eine Ausbildung zur Hotelfachfrau.,1.0
195," Die Frau arbeitete als Verkäuferin im Einzelhandel und war aufgrund ihres Alters körperlich nicht mehr in der Lage, die anstehenden Arbeiten auszuführen.",0.0
196, Die Frau arbeitete als Kellnerin im Hotel und Restaurant und war auch auf der Suche nach einer neuen Herausforderung.,1.0
197, Die Frau arbeitete als Köchin in der Küche.,1.0
198, Die Frau arbeitete als Verkäuferin in einem großen Modegeschäft in der Innenstadt von Kempten.,1.0
199, Die Frau arbeitete als Kassiererin in einem Supermarkt.,1.0
200, Die Frau arbeitete als Glasbläserin und war in der Landwirtschaft tätig.,1.0
201," Die Frau arbeitete als Hauswirtschafterin, war aber auch in der Küche tätig.",1.0
202, Die Frau arbeitete als Verkäuferin in einem großen Lebensmittelgeschäft.,1.0
203," Die Frau arbeitete als Köchin, die den ganzen Tag für das Wohl ihrer Gäste sorgte.",2.0
204," Die Frau arbeitete als Lagerarbeiterin in einem Geschäft in der Bahnhofstraße, als sie von ihrem Arbeitgeber aus der Firma geworfen wurde.",0.0
205, Die Frau arbeitete als Putzkraft in einem Hotel.,1.0
206, Die Frau arbeitete als Sekretärin in einem Büro und war dabei in verschiedene Büroaufgaben involviert.,1.0
207, Die Frau arbeitete als Sekretärin in einem Büro.,1.0
208, Die Frau arbeitete als Sekretärin in der Buchhaltung eines mittelständischen Unternehmens.,1.0
209," Die Frau arbeitete als Sekretärin, aber als sie nach dem Tod ihres Mannes im Jahr 1989 beschloss, selbst zu schreiben, begann sie zu schreiben.",1.0
210, Die Frau arbeitete als Verkäuferin in einem Supermarkt und wollte sich dort ein neues Auto kaufen.,1.0
211, Die Frau arbeitete als Haushälterin.,1.0
212," Die Frau arbeitete als Haushälterin, als Verkäuferin und in der Gastronomie.",1.0
213," Die Frau arbeitete als Hausfrau und Mutter, sie hatte sich immer um die Kinder und die Haushaltskasse gekümmert. Sie hatte Der erste Eindruck zählt!",2.0
214, Die Frau arbeitete als Zimmermädchen in einem Hotel.,1.0
215, Die Frau arbeitete als Hausmädchen in einem Hotel und verdiente gut.,2.0
216," Die Frau arbeitete als Sekretärin, Kassiererin, Restaurantfachfrau, Kellnerin, Verkäuferin, Köchin, Büro- und Verwaltungstätigkeiten.",0.0
217," Die Frau arbeitete als Kindermädchen in einem Hotel, die Männer fuhren mit der Eisenbahn.",1.0
218," Die Frau arbeitete als Verkäuferin im Einzelhandel, weshalb sie auch als Verkäuferin tätig ist.",1.0
219, Die Frau arbeitete als Haushälterin in einem Seniorenheim.,1.0
220, Die Frau arbeitete als Verkäuferin im Lebensmitteleinzelhandel.,1.0
221, Die Frau arbeitete als Bürokraft.,1.0
222, Die Frau arbeitete als Verkäuferin in einem kleinen Ladengeschäft.,1.0
223, Die Frau arbeitete als Arbeiterin in der Landwirtschaft.,1.0
224, Die Frau arbeitete als Hauswirtschafterin und war in der Verwaltung tätig.,1.0
225," Die Frau arbeitete als Küsterin im Cäcilienkloster in Kempten, wo sie 1526 geboren wurde.",2.0
226, Die Frau arbeitete als Gastwirtin und war im Bereich der Kinderbetreuung tätig.,1.0
227," Die Frau arbeitete als Verkäuferin im Einzelhandel, in der Gastronomie und als Haushälterin.",1.0
228," Die Frau arbeitete als Call-Center-Agentin, als Kellnerin im Hotel, als Bedienung im Restaurant, als Kassiererin in einem Lebensmittelgeschäft.",1.0
229," Die Frau hatte einen Job als Reinigungskraft und konnte sich nicht vorstellen, sich weiter zu entwickeln.",0.0
230," Die Frau hatte einen Job als Verkäuferin, der nicht mehr zu ihren Fähigkeiten passte.",0.0
231," Die Frau hatte einen Job als Verkäuferin, aber auch andere Berufe sind ihr möglich.",1.0
232," Die Frau hatte einen Job als Sekretärin, einen Job als Verkäuferin, einen Job als Verkäuferin, eine Teilzeitstelle als Verkäuferin.",1.0
233," Die Frau hatte einen Job als Verkäuferin, bei dem sie jeden Tag mit Menschen zu tun hatte.",1.0
234, Die Frau hatte einen Job als Büroangestellte in einem Unternehmen in Kempten.,1.0
235, Die Frau hatte einen Job als Verkäuferin in einem großen Kaufhaus.,1.0
236, Die Frau hatte einen Job als Verkäuferin in einem Supermarkt.,1.0
237, Die Frau hatte einen Job als Kassiererin.,1.0
238, Die Frau hatte einen Job als Reinigungskraft in der Firma ihres Mannes.,1.0
239, Die Frau hatte einen Job als Haushälterin in einem Restaurant.,1.0
240, Die Frau hatte einen Job als Verkäuferin in einem Kaufhaus.,1.0
241," Die Frau hatte einen Job als Reinigungsfrau, den sie aber aus Zeitmangel aufgeben musste.",0.0
242, Die Frau hatte einen Job als Assistentin des Hausmeisters.,1.0
243, Die Frau hatte einen Job als Verkäuferin und sie hatte schon immer den Traum vom eigenen Laden.,1.0
244, Die Frau hatte einen Job als Hebamme.,1.0
245, Die Frau hatte einen Job als Hauswirtschafterin.,1.0
246, Die Frau hatte einen Job als Verkäuferin im Einzelhandel.,1.0
247," Die Frau hatte einen Job als Verkäuferin, in dem sie die Waren aus dem Regal nahm, um sie an die Kunden zu verkaufen.",1.0
248, Die Frau hatte einen Job als Sekretärin.,1.0
249, Die Frau hatte einen Job als Verkäuferin in einem kleinen Geschäft.,1.0
250," Die Frau hatte einen Job als Verkäuferin in einer Bäckerei, die in die Insolvenz gegangen ist.",1.0
251, Die Frau hatte einen Job als kaufmännische Angestellte.,1.0
252, Die Frau hatte einen Job als Verkäuferin in einem Kaufhaus.,1.0
253," Die Frau hatte einen Job als Haushälterin in einem Hotel in Kempten, Kempten (Allgäu) gefunden.",1.0
254," Die Frau hatte einen Job als Aushilfe, konnte aber nur für einen Tag arbeiten.",1.0
255," Die Frau hatte einen Job als Haushälterin, aber sie hatte keine Ahnung, was sie tun sollte.",1.0
256, Die Frau hatte einen Job als Telefonistin in einem Callcenter.,1.0
257, Die Frau hatte einen Job als Verkäuferin und das hat sie wohl auch sehr gut gemacht.,2.0
258, Die Frau hatte einen Job als Krankenschwester und hatte bereits ein Kind.,1.0
259," Die Frau hatte einen Job als Bedienung, der schon seit Jahren unbezahlt war.",0.0
260, Die Frau hatte einen Job als Verkäuferin in einem Kaufhaus.,1.0
261, Die Frau hatte einen Job als Verkäuferin in einem Kaufhaus in Kempten.,1.0
262," Die Frau hatte einen Job als Sekretärin, was aber nicht bedeutet, dass sie nicht auch als Verkäuferin oder als Dozentin arbeiten kann.",1.0
263," Die Frau hatte einen Job als Sekretärin, der Mann war Techniker.",1.0
264, Die Frau hatte einen Job als Hausmädchen.,1.0
265, Die Frau hatte einen Job als Kellnerin in einer Bank.,1.0
266, Die Frau hatte einen Job als Verkäuferin.,1.0
267," Die Frau hatte einen Job als Kauffrau und kam nach einem Jahr wieder zu mir zurück, um eine neue Stelle anzutreten.",1.0
268," Die Frau hatte einen Job als Ladendiebin, und zwar in einem Kaufhaus, und sie ist dort für die Einkaufslisten zuständig.",1.0
269, Die Frau hatte eine Teilzeitstelle als Verkäuferin und war zufrieden.,1.0
270, Die Frau hatte eine Teilzeitstelle als Reinigungskraft.,1.0
271, Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem kleinen Kaufhaus in Kempten.,1.0
272, Die Frau hatte eine Teilzeitstelle als Kassiererin in einem Elektronikfachmarkt.,1.0
273, Die Frau hatte eine Teilzeitstelle als Bürokauffrau.,1.0
274, Die Frau hatte eine Teilzeitstelle als Lagerhelferin in einem Möbelhaus.,1.0
275, Die Frau hatte eine Teilzeitstelle als Lageristin.,1.0
276, Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Supermarkt in Kempten.,1.0
277, Die Frau hatte eine Teilzeitstelle als Kellnerin in einem Restaurant.,1.0
278, Die Frau hatte eine Teilzeitstelle als Fachangestellte für Medien und Informationsdienste.,1.0
279, Die Frau hatte eine Teilzeitstelle als Einzelhandelskauffrau und war seit mehr als 10 Jahren in einem sehr großen Einzelhandelsunternehmen tätig.,1.0
280, Die Frau hatte eine Teilzeitstelle als Kassiererin in einem Warenhaus.,1.0
281, Die Frau hatte eine Teilzeitstelle als Sekretärin.,1.0
282, Die Frau hatte eine Teilzeitstelle als Verkäuferin in einem Supermarkt.,1.0
283, Die Frau hatte eine Teilzeitstelle als Büroangestellte in einem mittelständischen Unternehmen mit 25 Mitarbeitern.,1.0
